Antecedent,Consequent,Support,Confidence,Lift,Count
Handbook of Chemistry 5,Fundamentals of Physics 6,0.001,0.0909,18.2364,1
Mastering Java 10,Guide to Java 8,0.001,0.0909,18.2364,1
Introduction to Machine Learning 7,Fundamentals of Philosophy 2,0.001,0.0909,18.2364,1
Handbook of Chemistry 5,Fundamentals of Machine Learning 3,0.001,0.0909,18.2364,1
Handbook of Chemistry 5,Introduction to Machine Learning 1,0.001,0.0909,18.2364,1
Introduction to Machine Learning 7,Handbook of Economics 3,0.001,0.0909,18.2364,1
Handbook of Chemistry 5,Handbook of Music 2,0.001,0.0909,18.2364,1
Mastering Biology 8,Fundamentals of Machine Learning 3,0.001,0.0909,18.2364,1
Mastering Java 10,Handbook of Music 2,0.001,0.0909,18.2364,1
Mastering Biology 8,Guide to Economics 1,0.001,0.0909,18.2364,1
Advanced Art 2,Advanced Java 1,0.001,0.25,17.9107,1
Advanced Music 5,Introduction to Chemistry 5,0.001,0.25,17.9107,1
Fundamentals of Java 10,Advanced Economics 7,0.001,0.25,17.9107,1
Advanced AI 2,Introduction to Chemistry 5,0.001,0.25,17.9107,1
The Art of Music 1,The Art of History 5,0.001,0.25,17.9107,1
History of Biology 8,History of History 7,0.001,0.25,17.9107,1
Fundamentals of Physics 1,Advanced Java 1,0.001,0.25,17.9107,1
Mastering History 3,The Art of History 5,0.001,0.25,17.9107,1
Introduction to AI 6,Introduction to Chemistry 5,0.001,0.25,17.9107,1
Advanced Music 5,Advanced Java 1,0.001,0.25,17.9107,1
Introduction to History 8,Introduction to Chemistry 5,0.001,0.25,17.9107,1
History of Philosophy 1,Introduction to Chemistry 5,0.001,0.25,17.9107,1
The Art of Machine Learning 2,Introduction to Chemistry 5,0.001,0.25,17.9107,1
Guide to Python 4,Advanced Java 1,0.001,0.25,17.9107,1
Handbook of Java 2,Fundamentals of Java 3,0.001,0.25,17.9107,1
Mastering Python 4,Fundamentals of Java 3,0.001,0.25,17.9107,1
History of Art 3,Advanced Economics 7,0.001,0.25,17.9107,1
History of Art 3,The Art of History 5,0.001,0.25,17.9107,1
Fundamentals of Java 6,The Art of History 5,0.001,0.25,17.9107,1
History of Java 1,Introduction to Chemistry 5,0.001,0.25,17.9107,1
Mastering Art 2,Advanced Java 1,0.001,0.25,17.9107,1
History of Philosophy 8,History of Physics 6,0.001,0.1429,17.9107,1
Advanced History 4,Mastering Java 8,0.001,0.1429,17.9107,1
Fundamentals of Java 9,Handbook of Biology 7,0.001,0.1429,17.9107,1
The Art of Art 10,Mastering Economics 10,0.001,0.1429,17.9107,1
History of History 2,Fundamentals of Physics 5,0.001,0.1429,17.9107,1
History of Philosophy 8,Fundamentals of Physics 9,0.001,0.1429,17.9107,1
History of Philosophy 8,Guide to Art 1,0.001,0.1429,17.9107,1
History of History 2,History of Calculus 8,0.001,0.1429,17.9107,1
Fundamentals of Python 1,Guide to History 7,0.001,0.1429,17.9107,1
Guide to AI 10,Guide to History 7,0.001,0.1429,17.9107,1
The Art of Philosophy 9,Handbook of Biology 7,0.001,0.1429,17.9107,1
Advanced Java 3,The Art of History 9,0.001,0.1429,17.9107,1
Mastering Chemistry 2,Guide to History 7,0.001,0.1429,17.9107,1
Guide to Java 4,The Art of History 10,0.001,0.1429,17.9107,1
History of Chemistry 10,The Art of Economics 9,0.001,0.1429,17.9107,1
Advanced Calculus 5,Fundamentals of Physics 5,0.001,0.1429,17.9107,1
Fundamentals of Python 7,Fundamentals of Calculus 10,0.001,0.1429,17.9107,1
Advanced Java 3,Introduction to Physics 3,0.001,0.1429,17.9107,1
Mastering Calculus 1,History of AI 7,0.001,0.1429,17.9107,1
Guide to AI 10,Fundamentals of Calculus 10,0.001,0.1429,17.9107,1
Fundamentals of Java 7,Fundamentals of Physics 9,0.001,0.1429,17.9107,1
Guide to Java 4,Guide to History 7,0.001,0.1429,17.9107,1
Fundamentals of Python 7,Mastering Economics 10,0.001,0.1429,17.9107,1
Guide to Java 4,History of Calculus 4,0.001,0.1429,17.9107,1
Advanced Calculus 5,Guide to Art 1,0.001,0.1429,17.9107,1
Fundamentals of Java 7,Guide to Art 1,0.001,0.1429,17.9107,1
Guide to Python 1,Handbook of Biology 7,0.001,0.1429,17.9107,1
History of Physics 6,History of Philosophy 8,0.001,0.125,17.9107,1
Mastering Java 8,Advanced History 4,0.001,0.125,17.9107,1
Handbook of Biology 7,Fundamentals of Java 9,0.001,0.125,17.9107,1
Mastering Economics 10,The Art of Art 10,0.001,0.125,17.9107,1
Fundamentals of Physics 5,History of History 2,0.001,0.125,17.9107,1
Fundamentals of Physics 9,History of Philosophy 8,0.001,0.125,17.9107,1
Guide to Art 1,History of Philosophy 8,0.001,0.125,17.9107,1
History of Calculus 8,History of History 2,0.001,0.125,17.9107,1
Guide to History 7,Fundamentals of Python 1,0.001,0.125,17.9107,1
Guide to History 7,Guide to AI 10,0.001,0.125,17.9107,1
Handbook of Biology 7,The Art of Philosophy 9,0.001,0.125,17.9107,1
The Art of History 9,Advanced Java 3,0.001,0.125,17.9107,1
Guide to History 7,Mastering Chemistry 2,0.001,0.125,17.9107,1
The Art of History 10,Guide to Java 4,0.001,0.125,17.9107,1
The Art of Economics 9,History of Chemistry 10,0.001,0.125,17.9107,1
Fundamentals of Physics 5,Advanced Calculus 5,0.001,0.125,17.9107,1
Fundamentals of Calculus 10,Fundamentals of Python 7,0.001,0.125,17.9107,1
Introduction to Physics 3,Advanced Java 3,0.001,0.125,17.9107,1
History of AI 7,Mastering Calculus 1,0.001,0.125,17.9107,1
Fundamentals of Calculus 10,Guide to AI 10,0.001,0.125,17.9107,1
Fundamentals of Physics 9,Fundamentals of Java 7,0.001,0.125,17.9107,1
Guide to History 7,Guide to Java 4,0.001,0.125,17.9107,1
Mastering Economics 10,Fundamentals of Python 7,0.001,0.125,17.9107,1
History of Calculus 4,Guide to Java 4,0.001,0.125,17.9107,1
Guide to Art 1,Advanced Calculus 5,0.001,0.125,17.9107,1
Guide to Art 1,Fundamentals of Java 7,0.001,0.125,17.9107,1
Handbook of Biology 7,Guide to Python 1,0.001,0.125,17.9107,1
Advanced Java 1,Advanced Art 2,0.001,0.0714,17.9107,1
Introduction to Chemistry 5,Advanced Music 5,0.001,0.0714,17.9107,1
Advanced Economics 7,Fundamentals of Java 10,0.001,0.0714,17.9107,1
Introduction to Chemistry 5,Advanced AI 2,0.001,0.0714,17.9107,1
The Art of History 5,The Art of Music 1,0.001,0.0714,17.9107,1
History of History 7,History of Biology 8,0.001,0.0714,17.9107,1
Advanced Java 1,Fundamentals of Physics 1,0.001,0.0714,17.9107,1
The Art of History 5,Mastering History 3,0.001,0.0714,17.9107,1
Introduction to Chemistry 5,Introduction to AI 6,0.001,0.0714,17.9107,1
Advanced Java 1,Advanced Music 5,0.001,0.0714,17.9107,1
Introduction to Chemistry 5,Introduction to History 8,0.001,0.0714,17.9107,1
Introduction to Chemistry 5,History of Philosophy 1,0.001,0.0714,17.9107,1
Introduction to Chemistry 5,The Art of Machine Learning 2,0.001,0.0714,17.9107,1
Advanced Java 1,Guide to Python 4,0.001,0.0714,17.9107,1
Fundamentals of Java 3,Handbook of Java 2,0.001,0.0714,17.9107,1
Fundamentals of Java 3,Mastering Python 4,0.001,0.0714,17.9107,1
Advanced Economics 7,History of Art 3,0.001,0.0714,17.9107,1
The Art of History 5,History of Art 3,0.001,0.0714,17.9107,1
The Art of History 5,Fundamentals of Java 6,0.001,0.0714,17.9107,1
Introduction to Chemistry 5,History of Java 1,0.001,0.0714,17.9107,1
Advanced Java 1,Mastering Art 2,0.001,0.0714,17.9107,1
Advanced Python 7,Mastering History 2,0.001,0.2,16.7167,1
Fundamentals of Physics 6,Mastering History 2,0.001,0.2,16.7167,1
Introduction to Python 5,Guide to Biology 7,0.001,0.2,16.7167,1
Fundamentals of Philosophy 2,Fundamentals of Java 1,0.001,0.2,16.7167,1
Handbook of Music 6,Guide to Biology 7,0.001,0.2,16.7167,1
Handbook of Economics 3,Mastering History 2,0.001,0.2,16.7167,1
Handbook of Economics 3,Fundamentals of Biology 4,0.001,0.2,16.7167,1
Guide to Art 10,Guide to Biology 7,0.001,0.2,16.7167,1
Handbook of Art 5,Fundamentals of Biology 4,0.001,0.2,16.7167,1
Introduction to Calculus 2,Fundamentals of Java 1,0.001,0.2,16.7167,1
Introduction to Physics 8,Guide to Art 2,0.001,0.1667,16.7167,1
Mastering Philosophy 1,Advanced Calculus 8,0.001,0.1667,16.7167,1
Guide to AI 6,Advanced Java 8,0.001,0.1667,16.7167,1
Mastering Biology 6,Fundamentals of Chemistry 9,0.001,0.1667,16.7167,1
Mastering Economics 7,Advanced Java 8,0.001,0.1667,16.7167,1
Advanced History 3,Fundamentals of Chemistry 4,0.001,0.1667,16.7167,1
Mastering Art 9,Mastering Music 10,0.001,0.1667,16.7167,1
Mastering Biology 6,Fundamentals of Chemistry 7,0.001,0.1667,16.7167,1
Handbook of Biology 10,Advanced Chemistry 1,0.001,0.1667,16.7167,1
The Art of History 3,Guide to Art 2,0.001,0.1667,16.7167,1
Introduction to Python 7,Fundamentals of Chemistry 9,0.001,0.1667,16.7167,1
Mastering Music 1,Advanced Calculus 8,0.001,0.1667,16.7167,1
Guide to Art 2,Introduction to Physics 8,0.001,0.1,16.7167,1
Advanced Calculus 8,Mastering Philosophy 1,0.001,0.1,16.7167,1
Advanced Java 8,Guide to AI 6,0.001,0.1,16.7167,1
Fundamentals of Chemistry 9,Mastering Biology 6,0.001,0.1,16.7167,1
Advanced Java 8,Mastering Economics 7,0.001,0.1,16.7167,1
Fundamentals of Chemistry 4,Advanced History 3,0.001,0.1,16.7167,1
Mastering Music 10,Mastering Art 9,0.001,0.1,16.7167,1
Fundamentals of Chemistry 7,Mastering Biology 6,0.001,0.1,16.7167,1
Advanced Chemistry 1,Handbook of Biology 10,0.001,0.1,16.7167,1
Guide to Art 2,The Art of History 3,0.001,0.1,16.7167,1
Fundamentals of Chemistry 9,Introduction to Python 7,0.001,0.1,16.7167,1
Advanced Calculus 8,Mastering Music 1,0.001,0.1,16.7167,1
Mastering History 2,Advanced Python 7,0.001,0.0833,16.7167,1
Mastering History 2,Fundamentals of Physics 6,0.001,0.0833,16.7167,1
Guide to Biology 7,Introduction to Python 5,0.001,0.0833,16.7167,1
Fundamentals of Java 1,Fundamentals of Philosophy 2,0.001,0.0833,16.7167,1
Guide to Biology 7,Handbook of Music 6,0.001,0.0833,16.7167,1
Mastering History 2,Handbook of Economics 3,0.001,0.0833,16.7167,1
Fundamentals of Biology 4,Handbook of Economics 3,0.001,0.0833,16.7167,1
Guide to Biology 7,Guide to Art 10,0.001,0.0833,16.7167,1
Fundamentals of Biology 4,Handbook of Art 5,0.001,0.0833,16.7167,1
Fundamentals of Java 1,Introduction to Calculus 2,0.001,0.0833,16.7167,1
Advanced Philosophy 2,History of History 7,0.002,0.2222,15.9206,2
The Art of AI 9,Advanced Music 8,0.001,0.1429,15.9206,1
Advanced Java 3,Fundamentals of Machine Learning 5,0.001,0.1429,15.9206,1
History of Philosophy 8,Handbook of Economics 9,0.001,0.1429,15.9206,1
Mastering History 6,Advanced Philosophy 2,0.001,0.1429,15.9206,1
The Art of Java 2,The Art of Art 8,0.001,0.1429,15.9206,1
The Art of Python 7,The Art of Art 8,0.001,0.1429,15.9206,1
History of History 2,The Art of Biology 6,0.001,0.1429,15.9206,1
Guide to Python 1,Fundamentals of Machine Learning 5,0.001,0.1429,15.9206,1
Fundamentals of Java 9,Advanced Music 8,0.001,0.1429,15.9206,1
The Art of AI 9,Advanced Java 7,0.001,0.1429,15.9206,1
The Art of Java 2,Advanced Music 8,0.001,0.1429,15.9206,1
Advanced History 4,Advanced Calculus 7,0.001,0.1429,15.9206,1
Advanced Chemistry 4,Fundamentals of Machine Learning 5,0.001,0.1429,15.9206,1
Handbook of Java 9,Advanced Calculus 7,0.001,0.1429,15.9206,1
The Art of Python 5,Fundamentals of Chemistry 6,0.001,0.1429,15.9206,1
History of History 7,Advanced Philosophy 2,0.002,0.1429,15.9206,2
Handbook of Economics 2,Advanced Music 8,0.001,0.1429,15.9206,1
Advanced Economics 9,Fundamentals of Chemistry 6,0.001,0.1429,15.9206,1
Advanced Economics 9,Handbook of History 9,0.001,0.1429,15.9206,1
Fundamentals of Java 9,Handbook of History 9,0.001,0.1429,15.9206,1
History of Chemistry 10,Mastering Physics 3,0.001,0.1429,15.9206,1
Advanced Chemistry 4,The Art of Biology 6,0.001,0.1429,15.9206,1
Advanced Chemistry 4,Fundamentals of Chemistry 6,0.001,0.1429,15.9206,1
Guide to Python 1,History of Physics 1,0.001,0.1429,15.9206,1
History of Philosophy 8,Advanced Machine Learning 1,0.001,0.1429,15.9206,1
Advanced History 4,Advanced Music 8,0.001,0.1429,15.9206,1
Advanced Music 8,The Art of AI 9,0.001,0.1111,15.9206,1
Fundamentals of Machine Learning 5,Advanced Java 3,0.001,0.1111,15.9206,1
Handbook of Economics 9,History of Philosophy 8,0.001,0.1111,15.9206,1
Advanced Philosophy 2,Mastering History 6,0.001,0.1111,15.9206,1
The Art of Art 8,The Art of Java 2,0.001,0.1111,15.9206,1
The Art of Art 8,The Art of Python 7,0.001,0.1111,15.9206,1
The Art of Biology 6,History of History 2,0.001,0.1111,15.9206,1
Fundamentals of Machine Learning 5,Guide to Python 1,0.001,0.1111,15.9206,1
Advanced Music 8,Fundamentals of Java 9,0.001,0.1111,15.9206,1
Advanced Java 7,The Art of AI 9,0.001,0.1111,15.9206,1
Advanced Music 8,The Art of Java 2,0.001,0.1111,15.9206,1
Advanced Calculus 7,Advanced History 4,0.001,0.1111,15.9206,1
Fundamentals of Machine Learning 5,Advanced Chemistry 4,0.001,0.1111,15.9206,1
Advanced Calculus 7,Handbook of Java 9,0.001,0.1111,15.9206,1
Fundamentals of Chemistry 6,The Art of Python 5,0.001,0.1111,15.9206,1
Advanced Music 8,Handbook of Economics 2,0.001,0.1111,15.9206,1
Fundamentals of Chemistry 6,Advanced Economics 9,0.001,0.1111,15.9206,1
Handbook of History 9,Advanced Economics 9,0.001,0.1111,15.9206,1
Handbook of History 9,Fundamentals of Java 9,0.001,0.1111,15.9206,1
Mastering Physics 3,History of Chemistry 10,0.001,0.1111,15.9206,1
The Art of Biology 6,Advanced Chemistry 4,0.001,0.1111,15.9206,1
Fundamentals of Chemistry 6,Advanced Chemistry 4,0.001,0.1111,15.9206,1
History of Physics 1,Guide to Python 1,0.001,0.1111,15.9206,1
Advanced Machine Learning 1,History of Philosophy 8,0.001,0.1111,15.9206,1
Advanced Music 8,Advanced History 4,0.001,0.1111,15.9206,1
Advanced Music 4,Fundamentals of Physics 9,0.001,0.125,15.6719,1
Fundamentals of Physics 9,Advanced Music 4,0.001,0.125,15.6719,1
History of Calculus 8,Mastering Economics 10,0.001,0.125,15.6719,1
Mastering Economics 10,History of Calculus 8,0.001,0.125,15.6719,1
History of AI 7,The Art of Physics 7,0.001,0.125,15.6719,1
The Art of Physics 7,History of AI 7,0.001,0.125,15.6719,1
Fundamentals of Physics 9,Guide to Art 1,0.001,0.125,15.6719,1
Guide to Art 1,Fundamentals of Physics 9,0.001,0.125,15.6719,1
Advanced Music 4,Handbook of Machine Learning 5,0.001,0.125,15.6719,1
Handbook of Machine Learning 5,Advanced Music 4,0.001,0.125,15.6719,1
Fundamentals of Calculus 10,History of Calculus 8,0.001,0.125,15.6719,1
History of Calculus 8,Fundamentals of Calculus 10,0.001,0.125,15.6719,1
Guide to History 7,Handbook of Art 1,0.001,0.125,15.6719,1
Handbook of Art 1,Guide to History 7,0.001,0.125,15.6719,1
Guide to Art 3,The Art of Economics 8,0.001,0.2,15.4308,1
The Art of Python 3,The Art of Calculus 8,0.001,0.2,15.4308,1
Fundamentals of Economics 6,The Art of Economics 8,0.001,0.2,15.4308,1
Guide to Biology 3,The Art of Calculus 8,0.001,0.2,15.4308,1
Advanced Python 8,The Art of Calculus 8,0.001,0.2,15.4308,1
History of Biology 9,The Art of Calculus 8,0.001,0.2,15.4308,1
The Art of Economics 8,Guide to Art 3,0.001,0.0769,15.4308,1
The Art of Calculus 8,The Art of Python 3,0.001,0.0769,15.4308,1
The Art of Economics 8,Fundamentals of Economics 6,0.001,0.0769,15.4308,1
The Art of Calculus 8,Guide to Biology 3,0.001,0.0769,15.4308,1
The Art of Calculus 8,Advanced Python 8,0.001,0.0769,15.4308,1
The Art of Calculus 8,History of Biology 9,0.001,0.0769,15.4308,1
The Art of Economics 3,Handbook of Philosophy 10,0.001,0.1667,15.197,1
Mastering Music 1,Mastering Biology 8,0.001,0.1667,15.197,1
Advanced Calculus 1,Introduction to Art 6,0.001,0.1667,15.197,1
History of Economics 4,Mastering Biology 8,0.001,0.1667,15.197,1
Fundamentals of Chemistry 8,Mastering Biology 8,0.001,0.1667,15.197,1
Guide to AI 6,Guide to Music 2,0.001,0.1667,15.197,1
The Art of Philosophy 1,Introduction to Machine Learning 7,0.001,0.1667,15.197,1
Introduction to Java 8,Guide to Music 2,0.001,0.1667,15.197,1
Introduction to Java 8,Mastering Biology 8,0.001,0.1667,15.197,1
Advanced Art 1,Guide to Music 2,0.001,0.1667,15.197,1
The Art of History 2,Mastering Java 10,0.001,0.1667,15.197,1
Guide to Biology 10,The Art of Calculus 3,0.001,0.1667,15.197,1
Fundamentals of AI 5,Mastering AI 6,0.001,0.1667,15.197,1
History of Music 2,Handbook of Philosophy 10,0.001,0.1667,15.197,1
Mastering Biology 6,Mastering Java 10,0.001,0.1667,15.197,1
Handbook of Biology 10,Mastering Biology 8,0.001,0.1667,15.197,1
Fundamentals of Economics 7,Introduction to Machine Learning 7,0.001,0.1667,15.197,1
Fundamentals of Calculus 7,Handbook of Philosophy 10,0.001,0.1667,15.197,1
Mastering Music 1,Handbook of Philosophy 10,0.001,0.1667,15.197,1
Advanced History 3,Mastering Java 10,0.001,0.1667,15.197,1
Introduction to Chemistry 9,Handbook of Chemistry 5,0.001,0.1667,15.197,1
Introduction to Java 5,Introduction to Machine Learning 7,0.001,0.1667,15.197,1
Mastering Java 3,Introduction to Art 6,0.001,0.1667,15.197,1
Introduction to History 10,Handbook of Philosophy 10,0.001,0.1667,15.197,1
Guide to AI 6,Handbook of Chemistry 5,0.001,0.1667,15.197,1
Handbook of Physics 7,Introduction to Machine Learning 7,0.001,0.1667,15.197,1
The Art of Philosophy 1,Guide to Music 2,0.001,0.1667,15.197,1
Guide to Biology 10,Guide to Physics 1,0.001,0.1667,15.197,1
Guide to Biology 10,Guide to Music 2,0.001,0.1667,15.197,1
Handbook of Philosophy 10,The Art of Economics 3,0.001,0.0909,15.197,1
Mastering Biology 8,Mastering Music 1,0.001,0.0909,15.197,1
Introduction to Art 6,Advanced Calculus 1,0.001,0.0909,15.197,1
Mastering Biology 8,History of Economics 4,0.001,0.0909,15.197,1
Mastering Biology 8,Fundamentals of Chemistry 8,0.001,0.0909,15.197,1
Guide to Music 2,Guide to AI 6,0.001,0.0909,15.197,1
Introduction to Machine Learning 7,The Art of Philosophy 1,0.001,0.0909,15.197,1
Guide to Music 2,Introduction to Java 8,0.001,0.0909,15.197,1
Mastering Biology 8,Introduction to Java 8,0.001,0.0909,15.197,1
Guide to Music 2,Advanced Art 1,0.001,0.0909,15.197,1
Mastering Java 10,The Art of History 2,0.001,0.0909,15.197,1
The Art of Calculus 3,Guide to Biology 10,0.001,0.0909,15.197,1
Mastering AI 6,Fundamentals of AI 5,0.001,0.0909,15.197,1
Handbook of Philosophy 10,History of Music 2,0.001,0.0909,15.197,1
Mastering Java 10,Mastering Biology 6,0.001,0.0909,15.197,1
Mastering Biology 8,Handbook of Biology 10,0.001,0.0909,15.197,1
Introduction to Machine Learning 7,Fundamentals of Economics 7,0.001,0.0909,15.197,1
Handbook of Philosophy 10,Fundamentals of Calculus 7,0.001,0.0909,15.197,1
Handbook of Philosophy 10,Mastering Music 1,0.001,0.0909,15.197,1
Mastering Java 10,Advanced History 3,0.001,0.0909,15.197,1
Handbook of Chemistry 5,Introduction to Chemistry 9,0.001,0.0909,15.197,1
Introduction to Machine Learning 7,Introduction to Java 5,0.001,0.0909,15.197,1
Introduction to Art 6,Mastering Java 3,0.001,0.0909,15.197,1
Handbook of Philosophy 10,Introduction to History 10,0.001,0.0909,15.197,1
Handbook of Chemistry 5,Guide to AI 6,0.001,0.0909,15.197,1
Introduction to Machine Learning 7,Handbook of Physics 7,0.001,0.0909,15.197,1
Guide to Music 2,The Art of Philosophy 1,0.001,0.0909,15.197,1
Guide to Physics 1,Guide to Biology 10,0.001,0.0909,15.197,1
Guide to Music 2,Guide to Biology 10,0.001,0.0909,15.197,1
History of Economics 6,The Art of History 1,0.001,0.25,14.75,1
Guide to Music 8,Advanced Physics 2,0.001,0.25,14.75,1
Advanced Music 5,The Art of History 1,0.001,0.25,14.75,1
Mastering Java 6,Advanced Physics 2,0.001,0.25,14.75,1
Mastering Art 2,Advanced Physics 2,0.001,0.25,14.75,1
Guide to Philosophy 3,The Art of History 1,0.001,0.25,14.75,1
Guide to Music 4,Advanced Physics 2,0.001,0.25,14.75,1
Advanced Chemistry 9,Introduction to Music 3,0.001,0.25,14.75,1
History of Philosophy 10,Introduction to Music 3,0.001,0.25,14.75,1
Guide to Calculus 6,Introduction to Music 3,0.001,0.25,14.75,1
Handbook of Philosophy 7,Advanced Physics 2,0.001,0.25,14.75,1
Introduction to AI 6,Advanced Physics 2,0.001,0.25,14.75,1
Fundamentals of Physics 1,Advanced Chemistry 5,0.001,0.25,14.75,1
History of Chemistry 2,Advanced Chemistry 5,0.001,0.25,14.75,1
Handbook of Java 6,Introduction to Music 3,0.001,0.25,14.75,1
Guide to Philosophy 3,Introduction to Music 3,0.001,0.25,14.75,1
The Art of History 1,History of Economics 6,0.001,0.0588,14.75,1
Advanced Physics 2,Guide to Music 8,0.001,0.0588,14.75,1
The Art of History 1,Advanced Music 5,0.001,0.0588,14.75,1
Advanced Physics 2,Mastering Java 6,0.001,0.0588,14.75,1
Advanced Physics 2,Mastering Art 2,0.001,0.0588,14.75,1
The Art of History 1,Guide to Philosophy 3,0.001,0.0588,14.75,1
Advanced Physics 2,Guide to Music 4,0.001,0.0588,14.75,1
Introduction to Music 3,Advanced Chemistry 9,0.001,0.0588,14.75,1
Introduction to Music 3,History of Philosophy 10,0.001,0.0588,14.75,1
Introduction to Music 3,Guide to Calculus 6,0.001,0.0588,14.75,1
Advanced Physics 2,Handbook of Philosophy 7,0.001,0.0588,14.75,1
Advanced Physics 2,Introduction to AI 6,0.001,0.0588,14.75,1
Advanced Chemistry 5,Fundamentals of Physics 1,0.001,0.0588,14.75,1
Advanced Chemistry 5,History of Chemistry 2,0.001,0.0588,14.75,1
Introduction to Music 3,Handbook of Java 6,0.001,0.0588,14.75,1
Introduction to Music 3,Guide to Philosophy 3,0.001,0.0588,14.75,1
Mastering Art 10,Advanced Java 1,0.001,0.2,14.3286,1
Introduction to Philosophy 1,Introduction to Chemistry 5,0.001,0.2,14.3286,1
Fundamentals of Philosophy 6,Advanced Economics 7,0.001,0.2,14.3286,1
The Art of Python 9,Advanced Economics 7,0.001,0.2,14.3286,1
Handbook of AI 9,Introduction to Chemistry 5,0.001,0.2,14.3286,1
Advanced Art 4,History of History 7,0.001,0.2,14.3286,1
Guide to Economics 1,Advanced Java 1,0.001,0.2,14.3286,1
The Art of Python 9,Advanced Java 1,0.001,0.2,14.3286,1
Fundamentals of AI 2,The Art of History 5,0.001,0.2,14.3286,1
Introduction to Economics 4,History of History 7,0.001,0.2,14.3286,1
Guide to Java 8,Advanced Economics 7,0.001,0.2,14.3286,1
Introduction to Machine Learning 1,Introduction to Chemistry 5,0.001,0.2,14.3286,1
Advanced History 10,History of History 7,0.001,0.2,14.3286,1
Introduction to Calculus 2,Fundamentals of Java 3,0.001,0.2,14.3286,1
The Art of Calculus 5,Fundamentals of Java 3,0.001,0.2,14.3286,1
Advanced History 5,History of History 7,0.001,0.2,14.3286,1
Fundamentals of Physics 6,Fundamentals of Java 3,0.001,0.2,14.3286,1
Guide to AI 10,Guide to Art 2,0.001,0.1429,14.3286,1
Advanced Calculus 5,Fundamentals of Chemistry 9,0.001,0.1429,14.3286,1
Handbook of Java 9,Fundamentals of Chemistry 7,0.001,0.1429,14.3286,1
History of Art 2,Advanced Chemistry 1,0.001,0.1429,14.3286,1
History of Biology 3,Advanced Calculus 8,0.001,0.1429,14.3286,1
The Art of Python 5,Mastering Music 10,0.001,0.1429,14.3286,1
Handbook of Java 9,Advanced Calculus 8,0.001,0.1429,14.3286,1
Mastering History 6,Advanced Java 8,0.001,0.1429,14.3286,1
Fundamentals of Python 7,Advanced Java 8,0.001,0.1429,14.3286,1
Guide to Art 2,Guide to AI 10,0.001,0.1,14.3286,1
Fundamentals of Chemistry 9,Advanced Calculus 5,0.001,0.1,14.3286,1
Fundamentals of Chemistry 7,Handbook of Java 9,0.001,0.1,14.3286,1
Advanced Chemistry 1,History of Art 2,0.001,0.1,14.3286,1
Advanced Calculus 8,History of Biology 3,0.001,0.1,14.3286,1
Mastering Music 10,The Art of Python 5,0.001,0.1,14.3286,1
Advanced Calculus 8,Handbook of Java 9,0.001,0.1,14.3286,1
Advanced Java 8,Mastering History 6,0.001,0.1,14.3286,1
Advanced Java 8,Fundamentals of Python 7,0.001,0.1,14.3286,1
Advanced Java 1,Mastering Art 10,0.001,0.0714,14.3286,1
Introduction to Chemistry 5,Introduction to Philosophy 1,0.001,0.0714,14.3286,1
Advanced Economics 7,Fundamentals of Philosophy 6,0.001,0.0714,14.3286,1
Advanced Economics 7,The Art of Python 9,0.001,0.0714,14.3286,1
Introduction to Chemistry 5,Handbook of AI 9,0.001,0.0714,14.3286,1
History of History 7,Advanced Art 4,0.001,0.0714,14.3286,1
Advanced Java 1,Guide to Economics 1,0.001,0.0714,14.3286,1
Advanced Java 1,The Art of Python 9,0.001,0.0714,14.3286,1
The Art of History 5,Fundamentals of AI 2,0.001,0.0714,14.3286,1
History of History 7,Introduction to Economics 4,0.001,0.0714,14.3286,1
Advanced Economics 7,Guide to Java 8,0.001,0.0714,14.3286,1
Introduction to Chemistry 5,Introduction to Machine Learning 1,0.001,0.0714,14.3286,1
History of History 7,Advanced History 10,0.001,0.0714,14.3286,1
Fundamentals of Java 3,Introduction to Calculus 2,0.001,0.0714,14.3286,1
Fundamentals of Java 3,The Art of Calculus 5,0.001,0.0714,14.3286,1
History of History 7,Advanced History 5,0.001,0.0714,14.3286,1
Fundamentals of Java 3,Fundamentals of Physics 6,0.001,0.0714,14.3286,1
The Art of Art 9,Guide to Biology 7,0.001,0.1667,13.9306,1
History of History 10,Mastering History 2,0.001,0.1667,13.9306,1
Fundamentals of Chemistry 8,Guide to Biology 7,0.001,0.1667,13.9306,1
Handbook of Chemistry 6,Guide to Biology 7,0.001,0.1667,13.9306,1
Guide to AI 3,Fundamentals of Java 1,0.001,0.1667,13.9306,1
The Art of History 6,Fundamentals of Java 1,0.001,0.1667,13.9306,1
Mastering Philosophy 1,Fundamentals of Java 1,0.001,0.1667,13.9306,1
Fundamentals of Economics 7,Guide to Biology 7,0.001,0.1667,13.9306,1
Advanced Chemistry 10,Guide to Biology 7,0.001,0.1667,13.9306,1
Fundamentals of Physics 5,Advanced Music 8,0.001,0.125,13.9306,1
Fundamentals of Physics 5,Fundamentals of Chemistry 6,0.001,0.125,13.9306,1
The Art of Economics 9,Handbook of History 9,0.001,0.125,13.9306,1
Mastering Python 6,The Art of Art 8,0.001,0.125,13.9306,1
History of AI 7,History of Physics 1,0.001,0.125,13.9306,1
Fundamentals of Physics 9,Handbook of History 9,0.001,0.125,13.9306,1
The Art of Physics 7,Fundamentals of Machine Learning 5,0.001,0.125,13.9306,1
History of AI 7,Advanced Philosophy 2,0.001,0.125,13.9306,1
