Itemset,Frequency,Type
"History of Chemistry 9, The Art of Art 10",1,2-Itemset
"Mastering Chemistry 2, The Art of Biology 8",1,2-Itemset
"History of Art 6, Mastering Chemistry 2",1,2-Itemset
"Guide to Calculus 10, History of Biology 3",1,2-Itemset
"The Art of AI 9, The Art of Art 3",1,2-Itemset
"Fundamentals of Python 10, The Art of AI 9",1,2-Itemset
"Fundamentals of Python 4, Mastering Philosophy 4",1,2-Itemset
"Advanced Chemistry 7, Handbook of Philosophy 10",1,2-Itemset
"Introduction to Machine Learning 7, The Art of AI 10",1,2-Itemset
"Handbook of History 8, Mastering AI 6",1,2-Itemset
"Advanced Music 10, The Art of Calculus 3",1,2-Itemset
"Advanced Chemistry 7, The Art of Calculus 3",1,2-Itemset
"Handbook of Machine Learning 2, Mastering Java 10",1,2-Itemset
"Fundamentals of Art 6, Guide to Music 2",1,2-Itemset
"Advanced Chemistry 6, Introduction to Machine Learning 7",1,2-Itemset
"History of History 4, Introduction to Machine Learning 7",1,2-Itemset
"History of Philosophy 3, Introduction to Machine Learning 7",1,2-Itemset
"Handbook of Java 9, History of Music 5",1,2-Itemset
"Mastering History 6, The Art of Philosophy 5",1,2-Itemset
"Advanced Python 9, Fundamentals of Python 1",1,2-Itemset
"Advanced Chemistry 4, History of Economics 5",1,2-Itemset
"Advanced Java 3, Handbook of Java 1",1,2-Itemset
"Introduction to Music 9, Mastering Calculus 1",1,2-Itemset
"Fundamentals of Calculus 10, History of AI 3",1,2-Itemset
"Guide to Java 2, History of Calculus 8",1,2-Itemset
"Fundamentals of Biology 4, The Art of Machine Learning 3",1,2-Itemset
"Fundamentals of Biology 4, History of Python 6",1,2-Itemset
"Guide to Biology 7, History of Biology 1",1,2-Itemset
"Fundamentals of Biology 4, Mastering Machine Learning 1",1,2-Itemset
"Guide to Biology 7, Handbook of Music 7",1,2-Itemset
"Mastering History 2, The Art of Chemistry 3",1,2-Itemset
"Fundamentals of Music 6, Guide to Biology 7",1,2-Itemset
"Mastering History 2, Mastering Java 4",1,2-Itemset
"Advanced Physics 8, Fundamentals of Java 1",1,2-Itemset
"Fundamentals of Java 1, History of Biology 2",1,2-Itemset
"Fundamentals of Java 1, Handbook of Biology 9",1,2-Itemset
"Guide to Music 2, Handbook of Machine Learning 2",1,2-Itemset
"History of Python 6, The Art of Calculus 3",1,2-Itemset
"Handbook of Philosophy 5, Mastering AI 6",1,2-Itemset
"Advanced Philosophy 9, Introduction to Physics 3",1,2-Itemset
"Fundamentals of Machine Learning 9, Fundamentals of Physics 5",1,2-Itemset
"Guide to History 7, History of Art 6",1,2-Itemset
"Advanced Biology 1, The Art of Physics 7",1,2-Itemset
"Handbook of Machine Learning 3, The Art of Physics 7",1,2-Itemset
"Fundamentals of Calculus 10, Mastering Biology 7",1,2-Itemset
"History of Calculus 2, The Art of History 9",1,2-Itemset
"Introduction to Music 1, Mastering Python 6",1,2-Itemset
"History of Calculus 1, The Art of History 9",1,2-Itemset
"Guide to Philosophy 2, Introduction to Physics 3",1,2-Itemset
"History of Art 8, Mastering Python 6",1,2-Itemset
"History of AI 9, Mastering Economics 10",1,2-Itemset
"Introduction to Machine Learning 10, The Art of History 9",1,2-Itemset
"Fundamentals of Calculus 10, The Art of Art 3",1,2-Itemset
"History of Calculus 4, Introduction to Java 10",1,2-Itemset
"History of AI 9, History of Calculus 4",1,2-Itemset
"History of Economics 4, Introduction to AI 6",1,2-Itemset
"Guide to Music 4, Mastering Philosophy 1",1,2-Itemset
"History of Music 7, The Art of Machine Learning 9",1,2-Itemset
"History of Machine Learning 6, Mastering Calculus 6",1,2-Itemset
"Advanced Chemistry 10, History of Machine Learning 6",1,2-Itemset
"Guide to Music 9, Handbook of Physics 7",1,2-Itemset
"Guide to History 7, Mastering Biology 4",1,2-Itemset
"History of Calculus 8, Mastering Biology 7",1,2-Itemset
"Fundamentals of Physics 5, Introduction to Java 1",1,2-Itemset
"Fundamentals of Music 9, Guide to Art 1",1,2-Itemset
"History of AI 7, History of Calculus 1",1,2-Itemset
"Guide to Art 1, Introduction to Music 10",1,2-Itemset
"The Art of History 10, The Art of Philosophy 6",1,2-Itemset
"Guide to Philosophy 2, Mastering Economics 10",1,2-Itemset
"Guide to Art 1, Introduction to Chemistry 1",1,2-Itemset
"Advanced Python 4, Handbook of Art 1",1,2-Itemset
"Guide to Machine Learning 2, Introduction to History 10",1,2-Itemset
"Mastering Art 9, Mastering Calculus 3",1,2-Itemset
"Advanced Python 10, History of Calculus 3",1,2-Itemset
"Guide to AI 9, Introduction to Python 6",1,2-Itemset
"Fundamentals of Art 10, Introduction to Java 5",1,2-Itemset
"Introduction to Biology 6, Mastering Biology 6",1,2-Itemset
"Advanced Chemistry 9, Mastering Biology 6",1,2-Itemset
"Advanced Calculus 1, Guide to Music 4",1,2-Itemset
"History of History 10, Introduction to Economics 3",1,2-Itemset
"Handbook of Chemistry 6, History of Economics 1",1,2-Itemset
"Advanced History 3, Mastering Java 6",1,2-Itemset
"Advanced Calculus 1, Guide to Music 8",1,2-Itemset
"Guide to AI 6, Introduction to Biology 6",1,2-Itemset
"Introduction to Economics 3, Mastering Economics 7",1,2-Itemset
"Fundamentals of Calculus 7, History of Chemistry 2",1,2-Itemset
"Advanced History 7, Introduction to Physics 8",1,2-Itemset
"Advanced Music 5, Fundamentals of Economics 7",1,2-Itemset
"Handbook of Java 2, The Art of History 6",1,2-Itemset
"Advanced History 3, Fundamentals of Calculus 2",1,2-Itemset
"Advanced Calculus 1, Handbook of Java 6",1,2-Itemset
"Introduction to Chemistry 9, The Art of Machine Learning 9",1,2-Itemset
"Advanced Python 10, Introduction to Art 2",1,2-Itemset
"History of Machine Learning 8, Mastering AI 9",1,2-Itemset
"Introduction to Physics 8, The Art of Music 1",1,2-Itemset
"Fundamentals of Physics 1, Handbook of Biology 10",1,2-Itemset
"Mastering Calculus 6, Mastering History 3",1,2-Itemset
"Advanced Calculus 1, History of Art 7",1,2-Itemset
"Handbook of Machine Learning 7, Mastering Art 9",1,2-Itemset
"Introduction to Music 8, Mastering Philosophy 1",1,2-Itemset
"Guide to Philosophy 3, History of History 10",1,2-Itemset
"History of Python 9, Introduction to Java 5",1,2-Itemset
"Advanced Chemistry 10, History of Python 9",1,2-Itemset
"Introduction to Python 7, The Art of Physics 8",1,2-Itemset
"History of Java 9, Introduction to Java 8",1,2-Itemset
"Mastering Python 4, The Art of History 2",1,2-Itemset
"Guide to Biology 10, The Art of Physics 5",1,2-Itemset
"Advanced Python 10, Introduction to Art 5",1,2-Itemset
"Guide to AI 9, Handbook of Calculus 4",1,2-Itemset
"Mastering Art 9, The Art of Machine Learning 2",1,2-Itemset
"Fundamentals of Philosophy 9, Introduction to Java 8",1,2-Itemset
"History of Music 9, The Art of Java 6",1,2-Itemset
"Fundamentals of Economics 7, Mastering History 3",1,2-Itemset
"Fundamentals of Chemistry 8, The Art of Art 2",1,2-Itemset
"Fundamentals of AI 5, Guide to AI 8",1,2-Itemset
"Guide to Python 4, Mastering Economics 7",1,2-Itemset
"Advanced Python 10, Handbook of Java 8",1,2-Itemset
"Guide to Music 4, History of Machine Learning 9",1,2-Itemset
"Advanced Music 5, Mastering Art 9",1,2-Itemset
"Handbook of Music 2, History of Chemistry 5",1,2-Itemset
"Advanced Biology 10, Mastering Art 10",1,2-Itemset
"Advanced History 10, The Art of Calculus 5",1,2-Itemset
"History of Calculus 7, History of Chemistry 5",1,2-Itemset
"Guide to Python 7, The Art of Economics 4",1,2-Itemset
"Advanced Calculus 9, The Art of Calculus 5",1,2-Itemset
"Guide to Machine Learning 5, Introduction to Python 5",1,2-Itemset
"Advanced Art 4, Fundamentals of AI 2",1,2-Itemset
"Guide to Biology 3, Introduction to Calculus 2",1,2-Itemset
"Fundamentals of Philosophy 6, The Art of Python 9",1,2-Itemset
"Guide to Python 10, Introduction to Economics 4",1,2-Itemset
"Guide to Art 10, Handbook of AI 9",1,2-Itemset
"Advanced Calculus 6, Introduction to Economics 4",1,2-Itemset
"History of Biology 9, History of Calculus 7",1,2-Itemset
"Fundamentals of Economics 6, History of Chemistry 7",1,2-Itemset
"History of Philosophy 1, Mastering History 8",1,2-Itemset
"History of Machine Learning 10, Mastering Philosophy 9",1,2-Itemset
"Fundamentals of Chemistry 2, Mastering Physics 3",1,2-Itemset
"Guide to AI 5, Guide to Machine Learning 1",1,2-Itemset
"Advanced Python 9, Guide to AI 5",1,2-Itemset
"Advanced Java 7, The Art of Java 4",1,2-Itemset
"Guide to Biology 1, The Art of Economics 8",1,2-Itemset
"The Art of AI 10, The Art of Calculus 8",1,2-Itemset
"Introduction to Java 2, The Art of Economics 8",1,2-Itemset
"Guide to Calculus 2, The Art of Calculus 8",1,2-Itemset
"Advanced History 10, Handbook of Art 7",1,2-Itemset
"Fundamentals of Economics 4, Mastering Philosophy 2",1,2-Itemset
"Advanced Calculus 9, Advanced Python 7",1,2-Itemset
"Guide to Biology 3, The Art of Python 3",1,2-Itemset
"Mastering Machine Learning 10, The Art of Economics 4",1,2-Itemset
"History of Chemistry 7, Introduction to Economics 4",1,2-Itemset
"Fundamentals of Machine Learning 3, Fundamentals of Music 1",1,2-Itemset
"History of Physics 1, Introduction to Chemistry 1",1,2-Itemset
"Handbook of Physics 10, Mastering Philosophy 9",1,2-Itemset
"Advanced AI 1, Introduction to Python 1",1,2-Itemset
"Advanced Economics 5, Introduction to Music 1",1,2-Itemset
"Advanced Music 2, The Art of Biology 6",1,2-Itemset
"Fundamentals of Machine Learning 5, Handbook of Machine Learning 3",1,2-Itemset
"Handbook of Physics 4, Mastering Music 8",1,2-Itemset
"Advanced Machine Learning 1, Introduction to Biology 4",1,2-Itemset
"Advanced Music 8, Mastering Art 6",1,2-Itemset
"Introduction to Chemistry 3, The Art of Art 8",1,2-Itemset
"Advanced Economics 5, Advanced Philosophy 9",1,2-Itemset
"Advanced Calculus 7, Mastering Biology 4",1,2-Itemset
"Advanced Machine Learning 1, Advanced Music 2",1,2-Itemset
"Advanced Calculus 7, Guide to Philosophy 9",1,2-Itemset
"Advanced AI 1, Introduction to History 1",1,2-Itemset
"Advanced AI 1, Handbook of Machine Learning 3",1,2-Itemset
"History of History 7, Introduction to Philosophy 9",1,2-Itemset
"Mastering Physics 4, The Art of History 5",1,2-Itemset
"Handbook of Physics 8, The Art of History 5",1,2-Itemset
"History of Physics 1, The Art of Art 5",1,2-Itemset
"Handbook of Economics 9, The Art of Physics 2",1,2-Itemset
"Fundamentals of Chemistry 6, History of Economics 5",1,2-Itemset
"Fundamentals of Chemistry 6, The Art of Philosophy 6",1,2-Itemset
"Handbook of Economics 9, Handbook of Java 3",1,2-Itemset
"Introduction to History 1, Mastering Physics 3",1,2-Itemset
"Advanced Philosophy 2, The Art of Biology 1",1,2-Itemset
"Advanced Music 8, Introduction to Music 10",1,2-Itemset
"Handbook of History 9, History of Python 8",1,2-Itemset
"Advanced AI 1, Guide to Python 6",1,2-Itemset
"Advanced Economics 5, Guide to Machine Learning 1",1,2-Itemset
"Advanced Economics 5, Introduction to Machine Learning 10",1,2-Itemset
"Advanced Java 7, Advanced Philosophy 1",1,2-Itemset
"Fundamentals of Python 7, History of Economics 1",1,2-Itemset
"History of Biology 6, History of History 2",1,2-Itemset
"History of Art 3, The Art of Art 10",1,2-Itemset
"Advanced History 4, History of Chemistry 2",1,2-Itemset
"Handbook of Calculus 4, Mastering History 6",1,2-Itemset
"Fundamentals of Physics 2, The Art of Python 5",1,2-Itemset
"Fundamentals of Java 7, Fundamentals of Physics 2",1,2-Itemset
"Guide to Music 9, History of Biology 3",1,2-Itemset
"Advanced Art 2, The Art of Philosophy 9",1,2-Itemset
"Advanced Economics 7, The Art of Machine Learning 3",1,2-Itemset
"Advanced Physics 8, Introduction to Chemistry 5",1,2-Itemset
"Advanced Java 1, Introduction to History 4",1,2-Itemset
"Fundamentals of Java 3, The Art of Python 6",1,2-Itemset
"Mastering Biology 9, The Art of History 5",1,2-Itemset
"Fundamentals of Java 3, History of Philosophy 3",1,2-Itemset
"Fundamentals of Java 3, History of Economics 3",1,2-Itemset
"Guide to Music 4, The Art of Philosophy 9",1,2-Itemset
"Advanced Calculus 5, Handbook of Machine Learning 7",1,2-Itemset
"Advanced Machine Learning 8, Fundamentals of Python 7",1,2-Itemset
"Advanced AI 2, Fundamentals of Python 7",1,2-Itemset
"Advanced Biology 4, The Art of AI 9",1,2-Itemset
"Guide to Philosophy 3, Mastering Calculus 1",1,2-Itemset
"Handbook of Python 6, Mastering Chemistry 2",1,2-Itemset
"Mastering History 7, The Art of Python 7",1,2-Itemset
"History of Calculus 3, Mastering Calculus 1",1,2-Itemset
"History of Calculus 5, Mastering History 6",1,2-Itemset
"Handbook of Machine Learning 7, The Art of AI 9",1,2-Itemset
"Fundamentals of Art 10, History of History 2",1,2-Itemset
"Fundamentals of Java 6, Handbook of Java 9",1,2-Itemset
"Handbook of Machine Learning 7, History of Chemistry 10",1,2-Itemset
"Guide to Music 9, History of Art 2",1,2-Itemset
"Handbook of Economics 2, Introduction to Python 6",1,2-Itemset
"Advanced Java 3, History of Calculus 5",1,2-Itemset
"Introduction to Music 8, The Art of Java 2",1,2-Itemset
"Guide to Java 4, Handbook of Python 6",1,2-Itemset
"Advanced AI 2, History of Machine Learning 1",1,2-Itemset
"Advanced AI 2, History of Art 2",1,2-Itemset
"The Art of Economics 2, The Art of Python 5",1,2-Itemset
"Advanced Economics 9, Mastering History 7",1,2-Itemset
"Guide to Art 6, Handbook of Java 9",1,2-Itemset
"Handbook of Java 2, Mastering Philosophy 4",1,2-Itemset
"Mastering AI 7, The Art of AI 9",1,2-Itemset
"Advanced Python 2, History of Machine Learning 1",1,2-Itemset
"Advanced History 4, History of Economics 8",1,2-Itemset
"History of Biology 3, Introduction to AI 6",1,2-Itemset
"Guide to Calculus 6, Mastering Chemistry 2",1,2-Itemset
"Fundamentals of Art 10, Handbook of Java 9",1,2-Itemset
"History of Art 2, History of Art 7",1,2-Itemset
"History of AI 3, Mastering Music 10",1,2-Itemset
"Fundamentals of Chemistry 2, Fundamentals of Chemistry 4",1,2-Itemset
"Mastering Music 10, The Art of Biology 1",1,2-Itemset
"Fundamentals of Chemistry 7, Mastering Economics 2",1,2-Itemset
"Advanced Calculus 5, History of Economics 1",1,2-Itemset
"Fundamentals of Python 7, Guide to AI 8",1,2-Itemset
"Handbook of Java 8, The Art of Python 7",1,2-Itemset
"Advanced History 4, Mastering Physics 1",1,2-Itemset
"Guide to AI 8, Guide to Java 4",1,2-Itemset
"Fundamentals of Music 4, Handbook of Economics 2",1,2-Itemset
"Advanced Physics 4, Mastering Calculus 1",1,2-Itemset
"Advanced Chemistry 4, Advanced Music 5",1,2-Itemset
"Fundamentals of Java 9, Introduction to Python 6",1,2-Itemset
"Handbook of Machine Learning 9, Mastering History 6",1,2-Itemset
"Guide to Art 6, History of Biology 3",1,2-Itemset
"Guide to Java 4, The Art of Chemistry 1",1,2-Itemset
"Fundamentals of Chemistry 7, Introduction to Python 1",1,2-Itemset
"Fundamentals of Chemistry 4, Guide to Java 10",1,2-Itemset
"Handbook of History 6, Mastering Calculus 9",1,2-Itemset
"Advanced Java 8, Mastering Machine Learning 2",1,2-Itemset
"Advanced Java 8, Handbook of Physics 10",1,2-Itemset
"Advanced Java 8, Mastering Art 8",1,2-Itemset
"Advanced Calculus 8, Guide to Calculus 10",1,2-Itemset
"Fundamentals of Chemistry 9, Guide to Machine Learning 6",1,2-Itemset
"Advanced Java 8, Introduction to History 1",1,2-Itemset
"Advanced Calculus 8, Guide to Music 5",1,2-Itemset
"Fundamentals of Chemistry 9, Fundamentals of Machine Learning 9",1,2-Itemset
"Handbook of Java 3, Mastering Calculus 9",1,2-Itemset
"Fundamentals of Chemistry 9, History of Art 8",1,2-Itemset
"Fundamentals of Chemistry 9, Mastering Biology 7",1,2-Itemset
"Guide to Art 2, History of Economics 5",1,2-Itemset
"Fundamentals of Chemistry 7, The Art of Philosophy 5",1,2-Itemset
"Guide to Chemistry 2, History of Music 9",1,2-Itemset
"History of Machine Learning 9, Mastering Chemistry 9",1,2-Itemset
"Advanced Chemistry 10, Advanced Music 1",1,2-Itemset
"Advanced Python 7, History of History 10",1,2-Itemset
"Advanced Calculus 6, The Art of History 6",1,2-Itemset
"Guide to Art 10, Mastering Music 6",1,2-Itemset
"Introduction to Java 8, The Art of Python 3",1,2-Itemset
"Guide to Java 8, Mastering Calculus 6",1,2-Itemset
"History of Music 2, Mastering Art 10",1,2-Itemset
"Introduction to Python 5, Mastering Calculus 6",1,2-Itemset
"Handbook of Physics 7, History of Chemistry 7",1,2-Itemset
"Fundamentals of Economics 6, Handbook of Physics 7",1,2-Itemset
"Advanced Calculus 8, The Art of Art 3",1,2-Itemset
"Advanced Java 8, The Art of Java 7",1,2-Itemset
"Advanced Calculus 8, Mastering Physics 5",1,2-Itemset
"Advanced Calculus 8, History of Calculus 2",1,2-Itemset
"Guide to AI 9, Handbook of Art 7",1,2-Itemset
"Guide to Economics 1, Mastering Art 9",1,2-Itemset
"Handbook of Calculus 8, Mastering Music 1",1,2-Itemset
"History of Machine Learning 8, Introduction to AI 10",1,2-Itemset
"Introduction to Machine Learning 1, Mastering Java 3",1,2-Itemset
"Guide to Machine Learning 5, Introduction to Python 7",1,2-Itemset
"Introduction to AI 3, Mastering Calculus 6",1,2-Itemset
"History of Music 2, Introduction to Philosophy 6",1,2-Itemset
"Advanced History 5, Fundamentals of AI 5",1,2-Itemset
"Guide to Economics 1, The Art of Art 9",1,2-Itemset
"Guide to Chemistry 2, Mastering Music 6",1,2-Itemset
"Fundamentals of Philosophy 8, The Art of Philosophy 1",1,2-Itemset
"Advanced Python 7, Guide to Calculus 9",1,2-Itemset
"Advanced Biology 10, Mastering Art 9",1,2-Itemset
"Guide to Art 3, Mastering History 8",1,2-Itemset
"History of Machine Learning 9, Introduction to AI 3",1,2-Itemset
"Advanced History 3, Handbook of Art 7",1,2-Itemset
"Guide to Chemistry 2, The Art of History 2",1,2-Itemset
"History of History 10, Introduction to History 7",1,2-Itemset
"Mastering Economics 7, The Art of Python 3",1,2-Itemset
"Fundamentals of Philosophy 6, The Art of History 3",1,2-Itemset
"Mastering Philosophy 1, Mastering Philosophy 2",1,2-Itemset
"Fundamentals of AI 2, Fundamentals of Calculus 7",1,2-Itemset
"Guide to Java 8, History of Machine Learning 9",1,2-Itemset
"Fundamentals of Chemistry 8, Handbook of Music 2",1,2-Itemset
"Guide to Biology 10, Mastering Philosophy 2",1,2-Itemset
"Introduction to Chemistry 9, Introduction to Machine Learning 1",1,2-Itemset
"Handbook of AI 9, Mastering Biology 6",1,2-Itemset
"Guide to Art 3, Mastering Economics 7",1,2-Itemset
"Handbook of Economics 3, History of Machine Learning 8",1,2-Itemset
"Fundamentals of AI 2, Guide to Calculus 9",1,2-Itemset
"Guide to Python 10, Introduction to Chemistry 9",1,2-Itemset
"History of AI 7, History of Calculus 3",1,2-Itemset
"Handbook of Biology 7, History of Philosophy 10",1,2-Itemset
"Guide to History 7, History of Chemistry 4",1,2-Itemset
"Advanced History 7, Mastering Economics 10",1,2-Itemset
"Guide to Music 8, History of Calculus 4",1,2-Itemset
"Fundamentals of Physics 6, Mastering Music 6",1,2-Itemset
"Handbook of Chemistry 7, Mastering Calculus 6",1,2-Itemset
"Advanced History 5, The Art of Calculus 1",1,2-Itemset
"Handbook of Biology 10, The Art of Economics 4",1,2-Itemset
"Handbook of Biology 10, Mastering Machine Learning 10",1,2-Itemset
"Introduction to Philosophy 6, The Art of History 2",1,2-Itemset
"History of Music 2, Introduction to AI 10",1,2-Itemset
"Guide to Python 7, Mastering History 8",1,2-Itemset
"Handbook of Music 6, Mastering Art 9",1,2-Itemset
"Advanced History 10, The Art of Economics 3",1,2-Itemset
"Advanced Chemistry 10, Guide to Art 10",1,2-Itemset
"History of Calculus 4, Introduction to Art 5",1,2-Itemset
"Advanced Python 5, Handbook of Machine Learning 5",1,2-Itemset
"Advanced Music 4, Advanced Python 5",1,2-Itemset
"Advanced Music 4, Fundamentals of Java 10",1,2-Itemset
"Introduction to Art 5, The Art of History 9",1,2-Itemset
"Handbook of Biology 7, Introduction to History 8",1,2-Itemset
"History of Philosophy 9, Introduction to Physics 3",1,2-Itemset
"Mastering Python 4, The Art of History 10",1,2-Itemset
"Guide to Python 4, Handbook of Art 1",1,2-Itemset
"Advanced Music 4, Mastering Physics 1",1,2-Itemset
"Handbook of Machine Learning 5, Introduction to Economics 3",1,2-Itemset
"Fundamentals of Music 4, The Art of History 10",1,2-Itemset
"Mastering AI 9, The Art of History 10",1,2-Itemset
"Guide to Art 1, Introduction to Art 2",1,2-Itemset
"Guide to Calculus 3, The Art of Physics 7",1,2-Itemset
"History of AI 7, Introduction to Python 6",1,2-Itemset
"Advanced Music 4, History of Machine Learning 6",1,2-Itemset
"Advanced Music 4, Handbook of Python 4",1,2-Itemset
"Advanced Python 2, Mastering Java 8",1,2-Itemset
"History of Chemistry 2, Mastering Python 6",1,2-Itemset
"Fundamentals of Calculus 10, Guide to Machine Learning 2",1,2-Itemset
"History of Calculus 5, Introduction to Physics 3",1,2-Itemset
"History of Calculus 4, History of Python 10",1,2-Itemset
"History of Calculus 4, History of Economics 6",1,2-Itemset
"Advanced Machine Learning 8, Handbook of Machine Learning 5",1,2-Itemset
"Handbook of Philosophy 7, History of Calculus 8",1,2-Itemset
"Introduction to History 8, The Art of Physics 7",1,2-Itemset
"Fundamentals of Philosophy 9, History of Calculus 4",1,2-Itemset
"Guide to Music 9, Mastering Java 8",1,2-Itemset
"Advanced Music 4, The Art of History 8",1,2-Itemset
"Advanced Biology 4, Handbook of Art 1",1,2-Itemset
"Guide to Music 9, Handbook of Art 1",1,2-Itemset
"Fundamentals of Chemistry 2, Handbook of Philosophy 10",1,2-Itemset
"Handbook of Philosophy 10, Introduction to Music 10",1,2-Itemset
"Introduction to Music 9, Mastering AI 6",1,2-Itemset
"Advanced Java 2, Introduction to Art 6",1,2-Itemset
"Advanced AI 6, Introduction to Art 6",1,2-Itemset
"Advanced AI 6, Guide to Physics 1",1,2-Itemset
"Guide to Python 6, The Art of Calculus 3",1,2-Itemset
"Fundamentals of Art 5, Guide to Physics 1",1,2-Itemset
"Guide to Music 2, Handbook of Physics 4",1,2-Itemset
"History of Art 8, Mastering Java 10",1,2-Itemset
"Guide to Philosophy 2, Introduction to Art 6",1,2-Itemset
"History of Economics 5, The Art of Calculus 3",1,2-Itemset
"Introduction to Machine Learning 7, The Art of Java 4",1,2-Itemset
"Guide to AI 8, Guide to History 7",1,2-Itemset
"Guide to Calculus 6, Introduction to Physics 3",1,2-Itemset
"Handbook of Philosophy 7, The Art of History 10",1,2-Itemset
"Advanced Java 3, Introduction to AI 10",1,2-Itemset
"Guide to Python 1, Mastering Machine Learning 10",1,2-Itemset
"Handbook of Economics 2, The Art of History 4",1,2-Itemset
"Advanced Physics 2, History of Physics 3",1,2-Itemset
"Fundamentals of Art 6, The Art of History 1",1,2-Itemset
"Mastering Philosophy 7, The Art of History 1",1,2-Itemset
"Fundamentals of Biology 10, Introduction to Music 3",1,2-Itemset
"Introduction to Economics 10, The Art of History 1",1,2-Itemset
"Handbook of Biology 5, The Art of History 1",1,2-Itemset
"Advanced Chemistry 5, Mastering Calculus 2",1,2-Itemset
"Mastering AI 6, Mastering Biology 4",1,2-Itemset
"Advanced Python 9, Guide to Physics 1",1,2-Itemset
"Guide to Music 2, History of Economics 5",1,2-Itemset
"Guide to Music 2, The Art of Economics 7",1,2-Itemset
"Guide to Physics 1, The Art of Java 4",1,2-Itemset
"Guide to Java 2, Mastering Java 10",1,2-Itemset
"Fundamentals of Physics 6, The Art of Python 5",1,2-Itemset
"Fundamentals of Java 7, History of Chemistry 5",1,2-Itemset
"Fundamentals of Java 7, History of Calculus 7",1,2-Itemset
"History of Machine Learning 1, Introduction to AI 10",1,2-Itemset
"Advanced Art 4, The Art of Java 2",1,2-Itemset
"Handbook of Art 7, The Art of Java 2",1,2-Itemset
"Advanced History 4, Fundamentals of Music 1",1,2-Itemset
"History of Machine Learning 1, Introduction to Python 5",1,2-Itemset
"Advanced Calculus 9, Handbook of Java 9",1,2-Itemset
"Advanced Chemistry 4, Mastering Chemistry 9",1,2-Itemset
"Advanced Python 1, The Art of AI 9",1,2-Itemset
"Advanced History 4, Guide to Machine Learning 5",1,2-Itemset
"Fundamentals of Economics 6, History of Biology 3",1,2-Itemset
"Guide to Art 3, Handbook of Economics 2",1,2-Itemset
"History of Machine Learning 1, Introduction to AI 3",1,2-Itemset
"Advanced Music 1, History of Chemistry 10",1,2-Itemset
"Guide to Python 1, Introduction to Python 5",1,2-Itemset
"Fundamentals of Economics 4, History of Art 2",1,2-Itemset
"Advanced History 5, Fundamentals of Python 7",1,2-Itemset
"Guide to Economics 1, Mastering Chemistry 2",1,2-Itemset
"Advanced Music 1, The Art of Java 2",1,2-Itemset
"Guide to Java 4, Handbook of Music 2",1,2-Itemset
"History of Philosophy 8, Mastering Philosophy 2",1,2-Itemset
"Advanced History 4, Handbook of Art 7",1,2-Itemset
"Advanced Python 7, Fundamentals of Python 1",1,2-Itemset
"Advanced Biology 10, Handbook of Economics 2",1,2-Itemset
"Advanced Python 1, Guide to Python 1",1,2-Itemset
"Introduction to History 7, Mastering History 6",1,2-Itemset
"Mastering Calculus 1, The Art of Economics 4",1,2-Itemset
"Mastering Philosophy 2, Mastering Philosophy 4",1,2-Itemset
"Fundamentals of Python 1, Introduction to Machine Learning 1",1,2-Itemset
"Handbook of Economics 3, History of History 2",1,2-Itemset
"Advanced Java 7, Handbook of Machine Learning 7",1,2-Itemset
"Advanced Philosophy 2, Guide to Music 4",1,2-Itemset
"Guide to AI 5, The Art of Philosophy 4",1,2-Itemset
"Advanced Philosophy 2, Guide to Philosophy 3",1,2-Itemset
"Advanced History 7, Handbook of Economics 9",1,2-Itemset
"Handbook of Java 8, Mastering Philosophy 9",1,2-Itemset
"Fundamentals of Java 10, Mastering Philosophy 9",1,2-Itemset
"History of Biology 6, The Art of Biology 6",1,2-Itemset
"Fundamentals of Machine Learning 5, History of Philosophy 9",1,2-Itemset
"Fundamentals of Java 6, Guide to AI 5",1,2-Itemset
"Advanced AI 1, Mastering Art 2",1,2-Itemset
"Fundamentals of Biology 4, Handbook of Python 7",1,2-Itemset
"Fundamentals of Calculus 1, Guide to Biology 7",1,2-Itemset
"Fundamentals of Biology 4, Mastering Economics 5",1,2-Itemset
"Guide to Biology 7, The Art of Music 3",1,2-Itemset
"Fundamentals of Chemistry 10, Guide to Biology 7",1,2-Itemset
"Advanced Philosophy 2, Guide to AI 1",1,2-Itemset
"Advanced Chemistry 8, Advanced Economics 5",1,2-Itemset
"Advanced Art 2, Advanced Java 7",1,2-Itemset
"Introduction to History 8, Mastering Philosophy 9",1,2-Itemset
"Advanced AI 1, Guide to AI 1",1,2-Itemset
"Advanced Calculus 7, Fundamentals of Art 10",1,2-Itemset
"Advanced AI 1, History of Chemistry 4",1,2-Itemset
"Advanced AI 2, The Art of Art 8",1,2-Itemset
"Advanced Physics 4, Mastering Philosophy 9",1,2-Itemset
"Fundamentals of Machine Learning 5, The Art of Philosophy 4",1,2-Itemset
"History of Biology 8, The Art of Art 8",1,2-Itemset
"Fundamentals of Machine Learning 5, Fundamentals of Philosophy 9",1,2-Itemset
"Advanced Music 8, Handbook of Python 4",1,2-Itemset
"Fundamentals of Chemistry 6, Guide to Music 8",1,2-Itemset
"Advanced Economics 5, Fundamentals of Music 4",1,2-Itemset
"History of Physics 1, Mastering History 3",1,2-Itemset
"History of Machine Learning 9, History of Music 9",1,2-Itemset
"Fundamentals of AI 5, The Art of Philosophy 1",1,2-Itemset
