masterId,title,author,borrow_count,total_copies,poor_copies,fair_copies,recommendation_score,recommended_action
BM-0619,Fundamentals of Physics 9,Author A. Johnson,1,1,0,0,1.0,No Action Needed
BM-0074,History of Machine Learning 2,Author N. Williams,1,1,0,0,1.0,No Action Needed
BM-0648,Handbook of Chemistry 2,Author F. Johnson,1,1,0,0,1.0,No Action Needed
BM-0532,Mastering Chemistry 8,Author K. Williams,1,1,0,0,1.0,No Action Needed
BM-0043,Fundamentals of Art 4,Author G. Jones,1,1,0,0,1.0,No Action Needed
BM-0052,Mastering Physics 7,Author S. Williams,1,1,0,0,1.0,No Action Needed
BM-0506,Mastering History 7,Author T. Johnson,1,1,0,0,1.0,No Action Needed
BM-0507,Guide to Art 1,Author R. Johnson,1,1,0,0,1.0,No Action Needed
BM-0946,Fundamentals of Machine Learning 6,Author A. Jones,1,1,0,0,1.0,No Action Needed
BM-0804,Guide to Physics 7,Author X. Williams,1,1,0,0,1.0,No Action Needed
BM-0798,Introduction to Chemistry 10,Author M. Jones,1,1,0,0,1.0,No Action Needed
BM-0800,Introduction to Art 2,Author K. Smith,1,1,0,0,1.0,No Action Needed
BM-0335,Guide to Calculus 9,Author H. Brown,1,1,0,0,1.0,No Action Needed
BM-0266,Introduction to Physics 8,Author X. Smith,1,1,0,0,1.0,No Action Needed
BM-0248,Handbook of Physics 1,Author A. Smith,1,1,0,0,1.0,No Action Needed
BM-0823,History of Music 5,Author X. Brown,1,1,0,0,1.0,No Action Needed
BM-0975,History of Biology 8,Author I. Smith,1,1,0,0,1.0,No Action Needed
BM-0040,History of AI 2,Author Z. Smith,1,1,0,0,1.0,No Action Needed
BM-0973,Handbook of Economics 1,Author U. Jones,1,1,0,0,1.0,No Action Needed
BM-0977,History of Calculus 3,Author E. Johnson,1,1,0,0,1.0,No Action Needed
BM-0989,History of Physics 7,Author G. Brown,1,1,0,0,1.0,No Action Needed
BM-0992,Guide to Art 1,Author A. Brown,1,1,0,0,1.0,No Action Needed
BM-0036,Mastering Machine Learning 3,Author J. Brown,1,1,0,0,1.0,No Action Needed
BM-0601,The Art of Chemistry 8,Author W. Smith,1,1,0,0,1.0,No Action Needed
BM-0304,Fundamentals of History 5,Author T. Smith,1,1,0,0,1.0,No Action Needed
BM-0308,Advanced Python 3,Author O. Johnson,1,1,0,0,1.0,No Action Needed
BM-0341,Handbook of Python 2,Author T. Williams,1,1,0,0,1.0,No Action Needed
BM-0346,The Art of Java 9,Author M. Smith,1,1,0,0,1.0,No Action Needed
BM-0361,Guide to Art 5,Author W. Johnson,1,1,0,0,1.0,No Action Needed
BM-0766,History of AI 10,Author K. Williams,1,1,0,0,1.0,No Action Needed
BM-0364,Fundamentals of Calculus 2,Author S. Smith,1,1,0,0,1.0,No Action Needed
BM-0387,Introduction to Chemistry 2,Author A. Johnson,1,1,0,0,1.0,No Action Needed
BM-0386,Fundamentals of AI 2,Author G. Jones,1,1,0,0,1.0,No Action Needed
BM-0233,The Art of AI 7,Author G. Brown,1,1,0,0,1.0,No Action Needed
BM-0334,The Art of Java 8,Author G. Jones,1,1,0,0,1.0,No Action Needed
BM-0851,The Art of Biology 9,Author E. Smith,1,1,0,0,1.0,No Action Needed
BM-0794,Handbook of Physics 10,Author H. Jones,1,1,0,0,1.0,No Action Needed
BM-0170,Advanced History 4,Author B. Johnson,1,1,0,0,1.0,No Action Needed
BM-0226,The Art of Art 6,Author Z. Brown,1,1,0,0,1.0,No Action Needed
BM-0221,Introduction to Physics 8,Author V. Jones,1,1,0,0,1.0,No Action Needed
BM-0228,History of Java 1,Author O. Brown,1,1,0,0,1.0,No Action Needed
BM-0418,Fundamentals of Java 10,Author Z. Johnson,1,1,0,0,1.0,No Action Needed
BM-0749,Handbook of Chemistry 5,Author Z. Brown,1,1,0,0,1.0,No Action Needed
BM-0408,Handbook of History 6,Author G. Johnson,1,1,0,0,1.0,No Action Needed
BM-0411,Fundamentals of Machine Learning 5,Author H. Brown,1,1,0,0,1.0,No Action Needed
BM-0739,The Art of Economics 2,Author H. Brown,1,1,0,0,1.0,No Action Needed
BM-0892,Introduction to Economics 9,Author H. Jones,1,1,0,0,1.0,No Action Needed
BM-0888,Fundamentals of Philosophy 4,Author Q. Jones,1,1,0,0,1.0,No Action Needed
BM-0458,Advanced Music 6,Author B. Smith,1,1,0,0,1.0,No Action Needed
BM-0162,The Art of Biology 3,Author L. Jones,1,1,0,0,1.0,No Action Needed
BM-0716,History of Biology 4,Author L. Smith,1,1,0,0,1.0,No Action Needed
BM-0153,Fundamentals of Biology 4,Author Q. Johnson,1,1,0,0,1.0,No Action Needed
BM-0159,Introduction to Machine Learning 1,Author E. Smith,1,1,0,0,1.0,No Action Needed
BM-0703,Fundamentals of Python 9,Author J. Johnson,1,1,0,0,1.0,No Action Needed
BM-0464,History of Machine Learning 2,Author B. Brown,1,1,0,0,1.0,No Action Needed
BM-0480,Handbook of Music 6,Author U. Johnson,1,1,0,0,1.0,No Action Needed
BM-0704,Mastering Music 8,Author X. Jones,1,1,0,0,1.0,No Action Needed
BM-0415,Mastering AI 9,Author Z. Johnson,1,1,0,0,1.0,No Action Needed
BM-0952,The Art of Art 2,Author E. Johnson,1,1,0,0,1.0,No Action Needed
BM-0100,Introduction to History 6,Author X. Johnson,1,1,0,0,1.0,No Action Needed
BM-0136,Mastering Python 3,Author D. Jones,1,1,0,0,1.0,No Action Needed
BM-0011,History of History 3,Author V. Brown,1,1,0,0,1.0,No Action Needed
