Itemset,Itemset_Size,Count,Support
History of Biology 2 | History of Chemistry 7,2,1,0.0007
Fundamentals of AI 7 | The Art of History 9,2,1,0.0007
Mastering Chemistry 2 | Mastering History 2,2,1,0.0007
Mastering Chemistry 2 | The Art of Chemistry 3,2,1,0.0007
Mastering History 2 | The Art of Chemistry 3,2,1,0.0007
Guide to Physics 4 | Handbook of Music 6,2,1,0.0007
Guide to History 7 | History of Art 6,2,1,0.0007
Guide to History 7 | Mastering Chemistry 2,2,1,0.0007
History of Art 6 | Mastering Chemistry 2,2,1,0.0007
History of Calculus 4 | Introduction to Machine Learning 1,2,1,0.0007
History of Calculus 4 | Mastering Java 3,2,1,0.0007
Introduction to Machine Learning 1 | Mastering Java 3,2,1,0.0007
Fundamentals of Art 10 | Guide to Physics 1,2,1,0.0007
Fundamentals of Philosophy 2 | Introduction to Machine Learning 7,2,1,0.0007
Fundamentals of Philosophy 2 | The Art of AI 10,2,1,0.0007
Introduction to Machine Learning 7 | The Art of AI 10,2,1,0.0007
The Art of Art 9 | The Art of History 1,2,1,0.0007
Guide to Biology 1 | The Art of Economics 8,2,1,0.0007
Advanced Calculus 7 | Fundamentals of Art 10,2,1,0.0007
Advanced Calculus 7 | Handbook of Java 9,2,1,0.0007
Fundamentals of Art 10 | Handbook of Java 9,2,1,0.0007
History of Music 4 | Introduction to Chemistry 10,2,1,0.0007
Advanced Java 8 | Mastering Art 8,2,1,0.0007
Advanced Java 8 | Mastering Economics 7,2,1,0.0007
Mastering Art 8 | Mastering Economics 7,2,1,0.0007
Fundamentals of AI 2 | The Art of History 5,2,1,0.0007
Fundamentals of AI 2 | The Art of History 9,2,1,0.0007
The Art of History 5 | The Art of History 9,2,1,0.0007
Fundamentals of Java 6 | Introduction to Art 6,2,1,0.0007
Advanced Chemistry 9 | Introduction to Java 1,2,1,0.0007
Introduction to Machine Learning 3 | Mastering Philosophy 4,2,1,0.0007
Guide to Python 7 | The Art of Economics 4,2,1,0.0007
Mastering Machine Learning 1 | The Art of Art 1,2,1,0.0007
Advanced History 6 | Advanced Music 1,2,1,0.0007
Introduction to Art 2 | Introduction to Philosophy 7,2,1,0.0007
Introduction to Art 2 | Mastering Music 7,2,1,0.0007
Introduction to Philosophy 7 | Mastering Music 7,2,1,0.0007
Advanced Chemistry 5 | History of AI 9,2,1,0.0007
Advanced Chemistry 9 | History of Philosophy 10,2,1,0.0007
Advanced Chemistry 9 | Introduction to Music 3,2,1,0.0007
History of Philosophy 10 | Introduction to Music 3,2,1,0.0007
History of History 7 | History of Music 7,2,1,0.0007
Guide to Biology 7 | The Art of Art 6,2,1,0.0007
Guide to Biology 7 | The Art of Music 3,2,1,0.0007
The Art of Art 6 | The Art of Music 3,2,1,0.0007
Mastering Music 1 | The Art of Economics 3,2,1,0.0007
Advanced Philosophy 2 | History of AI 7,2,1,0.0007
Advanced Philosophy 2 | Mastering History 8,2,1,0.0007
History of AI 7 | Mastering History 8,2,1,0.0007
Handbook of Art 1 | Mastering Biology 8,2,1,0.0007
Fundamentals of Physics 1 | Handbook of Biology 10,2,1,0.0007
Introduction to Physics 8 | The Art of Music 1,2,1,0.0007
Fundamentals of Calculus 7 | Handbook of Philosophy 10,2,1,0.0007
Fundamentals of Calculus 7 | The Art of Economics 9,2,1,0.0007
Handbook of Philosophy 10 | The Art of Economics 9,2,1,0.0007
Mastering Java 8 | The Art of Calculus 1,2,1,0.0007
Guide to Chemistry 6 | The Art of History 6,2,1,0.0007
Mastering Chemistry 2 | The Art of Biology 8,2,1,0.0007
Guide to Java 2 | History of Economics 4,2,1,0.0007
Fundamentals of Machine Learning 9 | Fundamentals of Physics 5,2,1,0.0007
Fundamentals of Machine Learning 9 | Guide to Python 10,2,1,0.0007
Fundamentals of Physics 5 | Guide to Python 10,2,1,0.0007
Guide to Calculus 6 | Introduction to Music 3,2,1,0.0007
Guide to Calculus 6 | Mastering Chemistry 2,2,1,0.0007
Introduction to Music 3 | Mastering Chemistry 2,2,1,0.0007
History of Music 2 | Introduction to Economics 10,2,1,0.0007
Introduction to Economics 10 | The Art of History 1,2,1,0.0007
Advanced Calculus 8 | Mastering Calculus 3,2,1,0.0007
Advanced Calculus 8 | Mastering Music 10,2,1,0.0007
Mastering Calculus 3 | Mastering Music 10,2,1,0.0007
Advanced Physics 2 | Handbook of Philosophy 7,2,1,0.0007
Introduction to Physics 6 | Mastering AI 6,2,1,0.0007
History of Machine Learning 8 | Introduction to AI 10,2,1,0.0007
History of Machine Learning 8 | Mastering AI 9,2,1,0.0007
Introduction to AI 10 | Mastering AI 9,2,1,0.0007
Fundamentals of Machine Learning 3 | Handbook of Chemistry 5,2,1,0.0007
Fundamentals of Machine Learning 3 | Mastering Calculus 9,2,1,0.0007
Handbook of Chemistry 5 | Mastering Calculus 9,2,1,0.0007
Advanced Python 10 | Introduction to Art 2,2,1,0.0007
Handbook of Python 7 | History of Machine Learning 9,2,1,0.0007
Handbook of Python 7 | The Art of Art 9,2,1,0.0007
History of Machine Learning 9 | The Art of Art 9,2,1,0.0007
Mastering Economics 10 | Mastering Physics 3,2,1,0.0007
Mastering Economics 10 | The Art of History 3,2,1,0.0007
Mastering Physics 3 | The Art of History 3,2,1,0.0007
Handbook of Calculus 8 | Mastering Music 1,2,1,0.0007
Handbook of Philosophy 10 | Mastering Music 1,2,1,0.0007
Advanced AI 1 | Fundamentals of Economics 4,2,1,0.0007
Advanced AI 1 | Guide to AI 1,2,1,0.0007
Fundamentals of Economics 4 | Guide to AI 1,2,1,0.0007
Handbook of Physics 7 | Introduction to Python 7,2,1,0.0007
Guide to Economics 1 | Mastering Art 9,2,1,0.0007
Advanced Chemistry 5 | Guide to Philosophy 9,2,1,0.0007
The Art of Biology 7 | The Art of Philosophy 5,2,1,0.0007
Advanced Chemistry 8 | Guide to Biology 8,2,1,0.0007
Advanced Chemistry 8 | The Art of Machine Learning 2,2,1,0.0007
Guide to Biology 8 | The Art of Machine Learning 2,2,1,0.0007
Introduction to Java 8 | The Art of Python 7,2,1,0.0007
Advanced Art 2 | Fundamentals of Java 1,2,1,0.0007
Advanced Art 2 | Fundamentals of Philosophy 2,2,1,0.0007
Fundamentals of Java 1 | Fundamentals of Philosophy 2,2,1,0.0007
Advanced Physics 2 | History of Biology 3,2,1,0.0007
Advanced Physics 2 | Introduction to AI 6,2,1,0.0007
History of Biology 3 | Introduction to AI 6,2,1,0.0007
Advanced History 3 | Fundamentals of Chemistry 4,2,1,0.0007
Advanced History 3 | Mastering Java 10,2,1,0.0007
Fundamentals of Chemistry 4 | Mastering Java 10,2,1,0.0007
Fundamentals of Philosophy 4 | Introduction to History 8,2,1,0.0007
Advanced History 4 | Fundamentals of Music 1,2,1,0.0007
Advanced History 4 | History of Economics 8,2,1,0.0007
Fundamentals of Music 1 | History of Economics 8,2,1,0.0007
Guide to Chemistry 6 | Guide to History 1,2,1,0.0007
Guide to Chemistry 6 | Mastering Music 6,2,1,0.0007
Guide to History 1 | Mastering Music 6,2,1,0.0007
Handbook of AI 6 | Handbook of Chemistry 7,2,1,0.0007
Guide to AI 9 | Handbook of Art 7,2,1,0.0007
Guide to AI 9 | The Art of Java 2,2,1,0.0007
Handbook of Art 7 | The Art of Java 2,2,1,0.0007
Guide to AI 5 | Guide to Biology 7,2,1,0.0007
Guide to AI 5 | Handbook of Music 6,2,1,0.0007
Guide to Biology 7 | Handbook of Music 6,2,1,0.0007
Fundamentals of Chemistry 7 | Introduction to AI 6,2,1,0.0007
Fundamentals of Chemistry 7 | Introduction to Chemistry 5,2,1,0.0007
Introduction to AI 6 | Introduction to Chemistry 5,2,1,0.0007
Advanced Economics 1 | Mastering Music 10,2,1,0.0007
Advanced Economics 1 | The Art of Python 5,2,1,0.0007
Mastering Music 10 | The Art of Python 5,2,1,0.0007
Guide to AI 9 | Guide to History 8,2,1,0.0007
Fundamentals of Chemistry 6 | The Art of Python 5,2,1,0.0007
Introduction to Music 9 | Mastering AI 6,2,1,0.0007
Fundamentals of Biology 10 | History of Art 2,2,1,0.0007
Fundamentals of Biology 10 | Introduction to Music 3,2,1,0.0007
History of Art 2 | Introduction to Music 3,2,1,0.0007
Advanced Philosophy 2 | Introduction to Economics 4,2,1,0.0007
History of History 7 | Introduction to Economics 4,2,1,0.0007
Advanced Art 4 | The Art of Java 2,2,1,0.0007
History of Python 9 | The Art of Chemistry 1,2,1,0.0007
Guide to Python 10 | Introduction to Chemistry 9,2,1,0.0007
Guide to Python 10 | The Art of Machine Learning 9,2,1,0.0007
Introduction to Chemistry 9 | The Art of Machine Learning 9,2,1,0.0007
Handbook of History 2 | History of Chemistry 10,2,1,0.0007
Handbook of History 2 | The Art of Java 9,2,1,0.0007
History of Chemistry 10 | The Art of Java 9,2,1,0.0007
Fundamentals of Biology 4 | Mastering Economics 5,2,1,0.0007
Fundamentals of AI 2 | Guide to Calculus 9,2,1,0.0007
Advanced Physics 4 | The Art of Calculus 8,2,1,0.0007
Advanced Physics 4 | The Art of Chemistry 2,2,1,0.0007
The Art of Calculus 8 | The Art of Chemistry 2,2,1,0.0007
Introduction to Physics 10 | Mastering Chemistry 1,2,1,0.0007
History of Philosophy 10 | Mastering Economics 5,2,1,0.0007
Introduction to History 8 | Mastering Philosophy 9,2,1,0.0007
Introduction to History 8 | The Art of Physics 7,2,1,0.0007
Mastering Philosophy 9 | The Art of Physics 7,2,1,0.0007
Advanced Calculus 1 | Handbook of Java 6,2,1,0.0007
Guide to Java 4 | The Art of History 10,2,1,0.0007
History of Music 9 | The Art of History 5,2,1,0.0007
Advanced Java 8 | Handbook of Physics 10,2,1,0.0007
Advanced Java 8 | Mastering Machine Learning 2,2,1,0.0007
Handbook of Physics 10 | Mastering Machine Learning 2,2,1,0.0007
History of Chemistry 9 | History of Economics 3,2,1,0.0007
History of Chemistry 9 | The Art of Art 10,2,1,0.0007
History of Economics 3 | The Art of Art 10,2,1,0.0007
Guide to Calculus 3 | Handbook of Art 5,2,1,0.0007
Handbook of Calculus 8 | Introduction to Music 10,2,1,0.0007
Handbook of Philosophy 10 | Introduction to Music 10,2,1,0.0007
Fundamentals of Machine Learning 5 | The Art of Art 8,2,1,0.0007
Advanced Python 2 | History of Machine Learning 1,2,1,0.0007
Advanced Python 2 | Introduction to AI 10,2,1,0.0007
History of Machine Learning 1 | Introduction to AI 10,2,1,0.0007
Fundamentals of Music 9 | Handbook of Java 4,2,1,0.0007
Fundamentals of Music 9 | Introduction to Music 3,2,1,0.0007
Handbook of Java 4 | Introduction to Music 3,2,1,0.0007
Fundamentals of Java 1 | The Art of Chemistry 1,2,1,0.0007
Mastering Art 9 | Mastering Music 10,2,1,0.0007
Guide to Art 1 | Introduction to Philosophy 6,2,1,0.0007
Advanced Chemistry 7 | Fundamentals of Chemistry 2,2,1,0.0007
Advanced Chemistry 7 | Handbook of Philosophy 10,2,1,0.0007
Fundamentals of Chemistry 2 | Handbook of Philosophy 10,2,1,0.0007
Mastering AI 7 | The Art of AI 9,2,1,0.0007
Fundamentals of Java 7 | History of Calculus 7,2,1,0.0007
Fundamentals of Java 7 | History of Chemistry 5,2,1,0.0007
History of Calculus 7 | History of Chemistry 5,2,1,0.0007
Advanced Calculus 7 | Fundamentals of Philosophy 8,2,1,0.0007
Fundamentals of AI 7 | Guide to Calculus 3,2,1,0.0007
Handbook of Philosophy 7 | History of Calculus 8,2,1,0.0007
Guide to Machine Learning 2 | Guide to Music 8,2,1,0.0007
Guide to Machine Learning 2 | Introduction to Biology 9,2,1,0.0007
Guide to Music 8 | Introduction to Biology 9,2,1,0.0007
History of AI 2 | Mastering History 2,2,1,0.0007
Fundamentals of Python 1 | Guide to History 1,2,1,0.0007
Advanced Calculus 1 | Handbook of Machine Learning 3,2,1,0.0007
Advanced Physics 3 | Fundamentals of Python 7,2,1,0.0007
Advanced Physics 3 | Mastering Chemistry 4,2,1,0.0007
Fundamentals of Python 7 | Mastering Chemistry 4,2,1,0.0007
Advanced Philosophy 7 | Introduction to Music 3,2,1,0.0007
Advanced Economics 7 | Guide to Java 8,2,1,0.0007
The Art of Calculus 5 | The Art of Economics 9,2,1,0.0007
Advanced Philosophy 9 | Introduction to Physics 3,2,1,0.0007
Advanced Chemistry 6 | The Art of History 4,2,1,0.0007
Advanced Chemistry 6 | The Art of Physics 5,2,1,0.0007
The Art of History 4 | The Art of Physics 5,2,1,0.0007
Guide to AI 5 | Guide to Biology 10,2,1,0.0007
Introduction to Music 2 | The Art of Physics 7,2,1,0.0007
Guide to Music 2 | Handbook of History 9,2,1,0.0007
Guide to Music 2 | Introduction to Art 6,2,1,0.0007
Handbook of History 9 | Introduction to Art 6,2,1,0.0007
Advanced Music 8 | Handbook of Economics 2,2,1,0.0007
Advanced Music 8 | Mastering Calculus 6,2,1,0.0007
Handbook of Economics 2 | Mastering Calculus 6,2,1,0.0007
Advanced Python 4 | Handbook of Art 1,2,1,0.0007
Advanced Art 2 | Advanced Art 9,2,1,0.0007
Advanced Art 2 | History of Calculus 5,2,1,0.0007
Advanced Art 9 | History of Calculus 5,2,1,0.0007
History of Chemistry 10 | The Art of Economics 9,2,1,0.0007
Advanced History 3 | Fundamentals of Calculus 2,2,1,0.0007
Advanced History 3 | Fundamentals of Economics 9,2,1,0.0007
Fundamentals of Calculus 2 | Fundamentals of Economics 9,2,1,0.0007
Fundamentals of Calculus 2 | Guide to Java 10,2,1,0.0007
History of Python 6 | Mastering Machine Learning 10,2,1,0.0007
History of Python 6 | The Art of History 8,2,1,0.0007
Mastering Machine Learning 10 | The Art of History 8,2,1,0.0007
History of AI 10 | History of Physics 6,2,1,0.0007
History of AI 10 | The Art of Economics 4,2,1,0.0007
History of Physics 6 | The Art of Economics 4,2,1,0.0007
Advanced AI 1 | Fundamentals of Chemistry 7,2,1,0.0007
Advanced AI 1 | Mastering Biology 6,2,1,0.0007
Fundamentals of Chemistry 7 | Mastering Biology 6,2,1,0.0007
Advanced Calculus 5 | Fundamentals of Physics 5,2,1,0.0007
Advanced Calculus 5 | The Art of Art 9,2,1,0.0007
Fundamentals of Physics 5 | The Art of Art 9,2,1,0.0007
Advanced Chemistry 1 | Handbook of Biology 10,2,1,0.0007
Advanced Chemistry 1 | The Art of Philosophy 8,2,1,0.0007
Handbook of Biology 10 | The Art of Philosophy 8,2,1,0.0007
Handbook of Economics 3 | History of Machine Learning 8,2,1,0.0007
Handbook of Economics 3 | The Art of History 1,2,1,0.0007
History of Machine Learning 8 | The Art of History 1,2,1,0.0007
Mastering Machine Learning 8 | Mastering Philosophy 1,2,1,0.0007
Advanced Chemistry 8 | Guide to Biology 9,2,1,0.0007
Advanced Chemistry 8 | History of Python 8,2,1,0.0007
Guide to Biology 9 | History of Python 8,2,1,0.0007
Handbook of Art 7 | Handbook of Machine Learning 5,2,1,0.0007
Guide to Java 4 | History of Biology 4,2,1,0.0007
Guide to Java 2 | Mastering Java 10,2,1,0.0007
Fundamentals of Biology 2 | Handbook of Physics 10,2,1,0.0007
Fundamentals of Biology 2 | Mastering Philosophy 9,2,1,0.0007
Handbook of Physics 10 | Mastering Philosophy 9,2,1,0.0007
Handbook of Java 2 | Mastering Philosophy 4,2,1,0.0007
Handbook of Java 2 | The Art of History 6,2,1,0.0007
Mastering Philosophy 4 | The Art of History 6,2,1,0.0007
Advanced Economics 7 | History of Art 8,2,1,0.0007
Advanced Economics 7 | History of Biology 3,2,1,0.0007
History of Art 8 | History of Biology 3,2,1,0.0007
Guide to Art 1 | History of Physics 1,2,1,0.0007
Guide to Art 1 | Introduction to Chemistry 1,2,1,0.0007
History of Physics 1 | Introduction to Chemistry 1,2,1,0.0007
Guide to Art 3 | Mastering Economics 7,2,1,0.0007
Fundamentals of Calculus 10 | History of Calculus 8,2,1,0.0007
Fundamentals of Calculus 10 | Mastering AI 6,2,1,0.0007
History of Calculus 8 | Mastering AI 6,2,1,0.0007
Advanced Calculus 8 | Guide to Art 6,2,1,0.0007
Advanced Calculus 8 | Handbook of Java 9,2,1,0.0007
Guide to Art 6 | Handbook of Java 9,2,1,0.0007
Advanced AI 1 | Fundamentals of Art 7,2,1,0.0007
Advanced AI 1 | Mastering Music 10,2,1,0.0007
Fundamentals of Art 7 | Mastering Music 10,2,1,0.0007
Advanced Chemistry 5 | Fundamentals of Art 4,2,1,0.0007
Advanced Economics 9 | Mastering History 7,2,1,0.0007
Advanced Art 2 | Advanced Java 7,2,1,0.0007
Advanced Art 2 | Advanced Philosophy 1,2,1,0.0007
Advanced Java 7 | Advanced Philosophy 1,2,1,0.0007
Guide to Physics 1 | The Art of Java 4,2,1,0.0007
Advanced Economics 9 | Fundamentals of Chemistry 6,2,1,0.0007
Advanced Economics 9 | Handbook of History 9,2,1,0.0007
Fundamentals of Chemistry 6 | Handbook of History 9,2,1,0.0007
Advanced Calculus 9 | Handbook of Calculus 2,2,1,0.0007
Advanced Calculus 9 | Introduction to Music 3,2,1,0.0007
Advanced Machine Learning 8 | Handbook of Machine Learning 5,2,1,0.0007
Advanced Machine Learning 8 | Introduction to Calculus 2,2,1,0.0007
Handbook of Machine Learning 5 | Introduction to Calculus 2,2,1,0.0007
Fundamentals of Calculus 10 | Handbook of AI 9,2,1,0.0007
Fundamentals of Calculus 10 | Mastering Biology 6,2,1,0.0007
Handbook of AI 9 | Mastering Biology 6,2,1,0.0007
Advanced Chemistry 8 | Advanced Economics 5,2,1,0.0007
Advanced Chemistry 8 | Introduction to Machine Learning 10,2,1,0.0007
Advanced Economics 5 | Introduction to Machine Learning 10,2,1,0.0007
Fundamentals of Physics 3 | Guide to Machine Learning 5,2,1,0.0007
Fundamentals of Physics 3 | The Art of Machine Learning 6,2,1,0.0007
Guide to Machine Learning 5 | The Art of Machine Learning 6,2,1,0.0007
Advanced AI 1 | Guide to Biology 3,2,1,0.0007
Advanced AI 1 | The Art of Calculus 8,2,1,0.0007
Guide to Biology 3 | The Art of Calculus 8,2,1,0.0007
Guide to Philosophy 6 | The Art of History 3,2,1,0.0007
Fundamentals of Physics 6 | The Art of Economics 2,2,1,0.0007
Fundamentals of Physics 6 | The Art of Python 5,2,1,0.0007
The Art of Economics 2 | The Art of Python 5,2,1,0.0007
Advanced Music 5 | Fundamentals of Economics 7,2,1,0.0007
Advanced Java 1 | Advanced Music 5,2,1,0.0007
Advanced Java 1 | Mastering Art 9,2,1,0.0007
Advanced Music 5 | Mastering Art 9,2,1,0.0007
Advanced History 10 | Guide to Art 2,2,1,0.0007
Advanced History 10 | History of Python 9,2,1,0.0007
Guide to Art 2 | History of Python 9,2,1,0.0007
Introduction to Chemistry 5 | The Art of History 6,2,1,0.0007
Handbook of Chemistry 5 | Introduction to Chemistry 9,2,1,0.0007
Handbook of Chemistry 5 | Introduction to Machine Learning 1,2,1,0.0007
Introduction to Chemistry 9 | Introduction to Machine Learning 1,2,1,0.0007
Advanced Python 8 | Mastering Chemistry 7,2,1,0.0007
Advanced Python 8 | The Art of Calculus 8,2,1,0.0007
Mastering Chemistry 7 | The Art of Calculus 8,2,1,0.0007
Handbook of Chemistry 6 | History of Calculus 2,2,1,0.0007
History of Python 8 | Introduction to Chemistry 5,2,1,0.0007
History of Python 8 | Introduction to History 8,2,1,0.0007
Introduction to Chemistry 5 | Introduction to History 8,2,1,0.0007
Advanced Chemistry 1 | The Art of History 5,2,1,0.0007
Advanced Physics 2 | The Art of History 5,2,1,0.0007
Guide to Biology 10 | Introduction to Java 1,2,1,0.0007
Guide to Biology 10 | Mastering Philosophy 2,2,1,0.0007
Introduction to Java 1 | Mastering Philosophy 2,2,1,0.0007
Advanced Chemistry 5 | Advanced Java 7,2,1,0.0007
Advanced Chemistry 5 | Mastering Calculus 9,2,1,0.0007
Advanced Philosophy 2 | Guide to AI 1,2,1,0.0007
Advanced Philosophy 2 | The Art of Calculus 8,2,1,0.0007
Guide to AI 1 | The Art of Calculus 8,2,1,0.0007
Advanced Java 8 | Mastering History 6,2,1,0.0007
Fundamentals of Biology 4 | Fundamentals of Calculus 2,2,1,0.0007
Fundamentals of Chemistry 2 | Handbook of Chemistry 7,2,1,0.0007
Fundamentals of Chemistry 2 | Mastering Physics 9,2,1,0.0007
Handbook of Chemistry 7 | Mastering Physics 9,2,1,0.0007
History of Philosophy 1 | Introduction to Chemistry 5,2,1,0.0007
History of Philosophy 1 | The Art of Machine Learning 2,2,1,0.0007
Introduction to Chemistry 5 | The Art of Machine Learning 2,2,1,0.0007
Fundamentals of Calculus 10 | Fundamentals of Python 7,2,1,0.0007
Handbook of Python 2 | Mastering History 2,2,1,0.0007
Fundamentals of Calculus 1 | Guide to Biology 7,2,1,0.0007
Advanced Economics 7 | Fundamentals of Biology 8,2,1,0.0007
Fundamentals of Economics 7 | Guide to Biology 7,2,1,0.0007
Fundamentals of Economics 7 | Handbook of Music 7,2,1,0.0007
Guide to Biology 7 | Handbook of Music 7,2,1,0.0007
History of Biology 8 | Introduction to AI 3,2,1,0.0007
Handbook of Calculus 3 | Mastering Calculus 4,2,1,0.0007
Handbook of Calculus 3 | The Art of Philosophy 9,2,1,0.0007
Mastering Calculus 4 | The Art of Philosophy 9,2,1,0.0007
Guide to AI 5 | Introduction to Economics 7,2,1,0.0007
Fundamentals of Biology 4 | Mastering Machine Learning 1,2,1,0.0007
Guide to Biology 7 | History of Biology 1,2,1,0.0007
Introduction to Java 5 | Introduction to Machine Learning 7,2,1,0.0007
Handbook of History 6 | Mastering Calculus 9,2,1,0.0007
Guide to Philosophy 2 | Mastering Economics 10,2,1,0.0007
Fundamentals of Chemistry 4 | Guide to Java 10,2,1,0.0007
Advanced AI 2 | History of Art 2,2,1,0.0007
Advanced AI 2 | History of Machine Learning 1,2,1,0.0007
History of Art 2 | History of Machine Learning 1,2,1,0.0007
Mastering Calculus 9 | The Art of History 9,2,1,0.0007
History of Music 7 | Mastering Philosophy 9,2,1,0.0007
Fundamentals of Physics 5 | Introduction to History 6,2,1,0.0007
Fundamentals of Physics 5 | The Art of Python 9,2,1,0.0007
Introduction to History 6 | The Art of Python 9,2,1,0.0007
Advanced Machine Learning 1 | Advanced Physics 4,2,1,0.0007
Advanced Machine Learning 1 | Introduction to Philosophy 6,2,1,0.0007
Advanced Physics 4 | Introduction to Philosophy 6,2,1,0.0007
Guide to Art 2 | The Art of History 3,2,1,0.0007
Guide to Java 4 | Handbook of Python 6,2,1,0.0007
History of Art 6 | History of Philosophy 1,2,1,0.0007
Advanced Economics 5 | Guide to Machine Learning 1,2,1,0.0007
Advanced Economics 5 | Handbook of Art 5,2,1,0.0007
Guide to Machine Learning 1 | Handbook of Art 5,2,1,0.0007
Advanced Physics 2 | Fundamentals of Physics 9,2,1,0.0007
Advanced Physics 2 | Guide to AI 9,2,1,0.0007
Fundamentals of Physics 9 | Guide to AI 9,2,1,0.0007
Handbook of Philosophy 9 | Introduction to Biology 2,2,1,0.0007
Introduction to AI 3 | The Art of Chemistry 3,2,1,0.0007
Introduction to AI 3 | The Art of Economics 2,2,1,0.0007
The Art of Chemistry 3 | The Art of Economics 2,2,1,0.0007
The Art of Biology 6 | The Art of History 10,2,1,0.0007
Introduction to Music 3 | Mastering Philosophy 4,2,1,0.0007
Handbook of Economics 3 | Introduction to Machine Learning 7,2,1,0.0007
Handbook of Economics 3 | Mastering History 2,2,1,0.0007
Introduction to Machine Learning 7 | Mastering History 2,2,1,0.0007
Fundamentals of Chemistry 8 | Handbook of Music 2,2,1,0.0007
Introduction to Music 8 | The Art of Java 2,2,1,0.0007
History of Art 7 | Introduction to Physics 1,2,1,0.0007
Fundamentals of Physics 3 | History of Java 9,2,1,0.0007
Fundamentals of Physics 3 | History of Music 5,2,1,0.0007
History of Java 9 | History of Music 5,2,1,0.0007
Advanced Physics 8 | Guide to Art 2,2,1,0.0007
Advanced Physics 8 | Introduction to Chemistry 5,2,1,0.0007
Guide to Art 2 | Introduction to Chemistry 5,2,1,0.0007
Handbook of Chemistry 5 | Mastering Java 10,2,1,0.0007
Handbook of Philosophy 5 | Mastering AI 6,2,1,0.0007
Handbook of Java 7 | History of Calculus 8,2,1,0.0007
Handbook of Java 7 | History of History 10,2,1,0.0007
History of Calculus 8 | History of History 10,2,1,0.0007
Handbook of Music 9 | Handbook of Physics 7,2,1,0.0007
Advanced Art 1 | Handbook of Python 9,2,1,0.0007
Fundamentals of Economics 6 | Handbook of Python 9,2,1,0.0007
Advanced Chemistry 5 | Introduction to Philosophy 1,2,1,0.0007
Guide to Java 8 | Guide to Music 4,2,1,0.0007
Guide to Java 8 | History of Machine Learning 9,2,1,0.0007
Guide to Music 4 | History of Machine Learning 9,2,1,0.0007
Advanced Machine Learning 8 | History of Music 10,2,1,0.0007
Handbook of Java 7 | Mastering Calculus 9,2,1,0.0007
Advanced Python 8 | History of Machine Learning 2,2,1,0.0007
Advanced Python 8 | The Art of Economics 9,2,1,0.0007
History of Machine Learning 2 | The Art of Economics 9,2,1,0.0007
Handbook of Machine Learning 7 | Handbook of Music 2,2,1,0.0007
Handbook of Machine Learning 7 | Mastering Machine Learning 8,2,1,0.0007
Handbook of Music 2 | Mastering Machine Learning 8,2,1,0.0007
Fundamentals of Biology 4 | Handbook of Economics 3,2,1,0.0007
Fundamentals of Biology 4 | History of History 2,2,1,0.0007
Handbook of Economics 3 | History of History 2,2,1,0.0007
History of Calculus 4 | History of Economics 6,2,1,0.0007
History of Calculus 4 | History of Python 10,2,1,0.0007
History of Economics 6 | History of Python 10,2,1,0.0007
Fundamentals of Philosophy 8 | Mastering Chemistry 10,2,1,0.0007
Fundamentals of Philosophy 8 | Mastering Machine Learning 3,2,1,0.0007
Mastering Chemistry 10 | Mastering Machine Learning 3,2,1,0.0007
Fundamentals of Python 1 | Introduction to Chemistry 5,2,1,0.0007
Fundamentals of Python 1 | Introduction to Machine Learning 1,2,1,0.0007
Introduction to Chemistry 5 | Introduction to Machine Learning 1,2,1,0.0007
Fundamentals of Philosophy 6 | Fundamentals of Physics 1,2,1,0.0007
Fundamentals of Biology 4 | History of Python 6,2,1,0.0007
Fundamentals of Biology 4 | The Art of Calculus 3,2,1,0.0007
History of Python 6 | The Art of Calculus 3,2,1,0.0007
Advanced Java 3 | History of Calculus 5,2,1,0.0007
Advanced Java 3 | Introduction to Physics 3,2,1,0.0007
History of Calculus 5 | Introduction to Physics 3,2,1,0.0007
Advanced Music 1 | History of Chemistry 9,2,1,0.0007
Mastering Biology 6 | Mastering Chemistry 7,2,1,0.0007
Guide to Machine Learning 2 | History of Chemistry 5,2,1,0.0007
Advanced Economics 7 | The Art of Philosophy 3,2,1,0.0007
Fundamentals of AI 2 | Fundamentals of Calculus 7,2,1,0.0007
Fundamentals of AI 2 | History of Machine Learning 5,2,1,0.0007
Fundamentals of Calculus 7 | History of Machine Learning 5,2,1,0.0007
Advanced Music 8 | Fundamentals of Calculus 10,2,1,0.0007
Advanced Music 8 | Guide to Machine Learning 2,2,1,0.0007
Fundamentals of Calculus 10 | Guide to Machine Learning 2,2,1,0.0007
Advanced AI 4 | Fundamentals of Chemistry 7,2,1,0.0007
Advanced AI 4 | Fundamentals of Physics 5,2,1,0.0007
Fundamentals of Chemistry 7 | Fundamentals of Physics 5,2,1,0.0007
Fundamentals of Chemistry 9 | Introduction to AI 8,2,1,0.0007
Fundamentals of Chemistry 9 | The Art of Calculus 8,2,1,0.0007
Introduction to AI 8 | The Art of Calculus 8,2,1,0.0007
Guide to Java 4 | The Art of Chemistry 1,2,1,0.0007
Mastering Philosophy 1 | Mastering Philosophy 2,2,1,0.0007
Mastering Philosophy 1 | Mastering Philosophy 4,2,1,0.0007
Mastering Philosophy 2 | Mastering Philosophy 4,2,1,0.0007
Handbook of Art 10 | Handbook of Chemistry 6,2,1,0.0007
Handbook of Art 10 | Mastering Calculus 1,2,1,0.0007
